,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 20:15:00,0.001,0.001,0.0,0.1904487175293867,0.0,0.0,3.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.17568553068624765,0.0,0.0,3.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.17981886401958097,0.0,0.0,2.2
2024-01-01 21:00:00,0.001,0.001,0.0,0.06588553068624763,0.0,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.04593131841174858,0.0,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.0,0.04900000000000001,0.0,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.05926666666666667,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.148,0.0,0.0,2.2
2024-01-01 23:00:00,0.001,0.001,0.0,0.2014945052548876,0.0,0.0,1.4
2024-01-01 23:15:00,0.001,0.001,0.0,0.2675521973529143,0.0,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.12308553068624764,0.0,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.06548553068624764,0.0,0.0,2.8
2024-01-02 00:00:00,0.001,0.001,0.0,0.0715521973529143,0.0,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.09343681315686096,0.0,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.14488553068624765,0.0,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.06981886401958097,0.0,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.058552197352914295,0.0,0.0,2.2
2024-01-02 01:15:00,0.001,0.001,0.0,0.058552197352914295,0.0,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.10141391929411049,0.0,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.08566666666666668,0.0,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.027,0.0,0.0,1.2
2024-01-02 02:15:00,0.001,0.001,0.0,0.027,0.0,0.0,2.2
2024-01-02 02:30:00,0.001,0.001,0.0,0.5600666666666666,0.0,0.0,3.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.10766666666666667,0.0,0.0,3.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.6040666666666666,0.0,0.0,1.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.027,0.0,0.0,2.6
2024-01-02 03:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.6554,0.0,0.0,0.0
2024-01-02 04:15:00,0.001,0.001,0.0,0.05633333333333334,0.0,3.3333333333333335,0.8
2024-01-02 04:30:00,0.001,0.001,0.0,0.027,0.0,1.6666666666666667,3.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.137,0.0,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.041666666666666664,0.0,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.041666666666666664,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.137,0.0,0.0,2.0
2024-01-02 06:45:00,0.001,0.5144450257389442,0.0,0.5600666666666666,5.866666666666666,0.0,3.0
2024-01-02 07:00:00,0.001,1.8622016175697218,0.0,0.0374,5.133333333333334,0.0,3.0
2024-01-02 07:15:00,0.001,1.86172679143735,0.0,0.04,0.0,0.0,0.2
2024-01-02 07:30:00,0.001,0.9484501748831693,0.0,0.06933333333333333,0.0,0.0,1.2
2024-01-02 07:45:00,0.001,0.4545407099539084,0.0,0.13533333333333333,0.0,0.0,2.2
2024-01-02 08:00:00,0.001,0.001,0.0,0.03133333333333333,0.0,0.0,0.0
2024-01-02 08:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.027,0.0,0.0,1.0
2024-01-02 08:45:00,0.001,0.001,0.0,0.071,0.0,0.0,3.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.10766666666666667,0.0,0.0,2.2
2024-01-02 09:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.0,0.04,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.0,0.04,0.0,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.0,0.09866666666666667,0.0,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.0,0.106,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.0,0.030466666666666666,0.0,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.0,0.027,0.0,2.3333333333333335,0.6
2024-01-02 11:00:00,0.001,0.001,0.0,0.027,0.0,1.0,2.4
2024-01-02 11:15:00,0.001,0.001,0.0,0.10033333333333334,0.0,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.0,0.07833333333333334,0.0,0.0,1.0
2024-01-02 11:45:00,0.001,0.001,0.0,0.027,8.066666666666666,0.0,3.0
2024-01-02 12:00:00,0.001,0.001,0.0,0.027,2.933333333333333,0.0,2.0
2024-01-02 12:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.115,0.0,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.06366666666666668,0.0,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.0,0.027,2.2,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-02 14:00:00,0.001,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-02 14:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.0,0.034333333333333334,0.0,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.0,0.137,0.0,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.0,0.034333333333333334,2.933333333333333,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.0,0.04900000000000001,0.0,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-02 16:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.0,0.06366666666666668,0.0,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.0,0.115,0.0,3.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 18:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.0,0.07833333333333334,0.0,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.0,0.10033333333333334,0.0,0.0,0.0
2024-01-02 19:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 19:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.0,0.093,0.0,0.0,1.6
2024-01-02 20:00:00,0.001,0.001,0.0,0.15440695964705525,0.0,0.0,1.4
2024-01-02 20:15:00,0.5810921764422863,0.001,0.0,0.1795521973529143,0.0,0.0,0.0
2024-01-02 20:30:00,0.7920347860576631,0.001,0.0,0.1795521973529143,0.0,0.0,0.2
2024-01-02 20:45:00,0.7920347860576631,0.001,0.0,0.1795521973529143,0.0,0.0,2.0
2024-01-02 21:00:00,0.7920347860576631,0.001,0.0,0.26021886401958094,0.0,0.0,0.0
2024-01-02 21:15:00,0.7920347860576631,0.001,0.0,0.10255219735291429,0.0,0.0,0.0
2024-01-02 21:30:00,0.7920347860576631,0.001,0.0,0.043133333333333336,0.0,0.0,0.0
2024-01-02 21:45:00,0.7920347860576631,0.001,0.0,0.148,0.0,0.0,0.0
2024-01-02 22:00:00,0.7920347860576631,0.001,0.0,0.6978945052548876,0.0,0.0,3.0
2024-01-02 22:15:00,0.7920347860576631,0.001,0.0,0.2748855306862476,0.0,0.0,0.2
2024-01-02 22:30:00,0.7920347860576631,0.001,0.0,0.20888553068624763,0.0,0.0,0.6
2024-01-02 22:45:00,0.7920347860576631,0.001,0.0,0.17148553068624764,0.0,0.0,3.0
2024-01-02 23:00:00,0.5810921764422863,0.001,0.0,0.058552197352914295,0.0,0.0,1.8
2024-01-02 23:15:00,0.001,0.001,0.0,0.056448717529386676,0.0,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.0,0.137,0.0,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.0,0.041666666666666664,0.0,0.0,1.6
2024-01-03 00:00:00,0.001,0.001,0.0,0.08346666666666666,0.0,0.0,2.6
2024-01-03 00:15:00,0.4228852192307536,0.001,0.0,0.148,0.0,0.0,0.2
2024-01-03 00:30:00,0.7920347860576631,0.001,0.0,0.6957333333333333,0.0,0.0,3.0
2024-01-03 00:45:00,0.7920347860576631,0.001,0.0,0.258,0.0,0.0,0.8
2024-01-03 01:00:00,0.7920347860576631,0.001,0.0,0.148,0.0,0.0,0.0
2024-01-03 01:15:00,0.7920347860576631,0.001,0.0,0.0996,0.0,0.0,0.0
2024-01-03 01:30:00,0.7920347860576631,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 01:45:00,0.7920347860576631,0.001,0.0,0.45613333333333334,0.0,0.0,0.0
2024-01-03 02:00:00,0.7920347860576631,0.001,0.0,0.12233333333333335,0.0,0.0,0.0
2024-01-03 02:15:00,0.7920347860576631,0.001,0.0,0.42679999999999996,0.0,0.0,1.8
2024-01-03 02:30:00,0.7920347860576631,0.001,0.0,0.5600666666666666,0.0,0.0,1.6
2024-01-03 02:45:00,0.7920347860576631,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 03:00:00,0.7920347860576631,0.001,0.0,0.071,0.0,0.0,1.0
2024-01-03 03:15:00,0.7920347860576631,0.001,0.0,0.10766666666666667,0.0,0.0,3.0
2024-01-03 03:30:00,0.7920347860576631,0.001,0.0,0.027,0.0,0.0,0.6
2024-01-03 03:45:00,0.7920347860576631,0.001,0.0,0.42679999999999996,0.0,0.0,1.4
2024-01-03 04:00:00,0.6338278288461304,0.001,0.0,0.027,0.0,1.0,0.6
2024-01-03 04:15:00,0.001,0.001,0.0,0.08566666666666668,0.0,1.3333333333333333,0.0
2024-01-03 04:30:00,0.001,0.001,0.0,0.093,0.0,0.6666666666666666,0.0
2024-01-03 04:45:00,0.001,0.001,0.0,0.027,0.0,0.0,2.0
2024-01-03 05:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.2
2024-01-03 05:15:00,0.001,0.001,0.0,0.42679999999999996,0.0,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.0,0.10033333333333334,0.0,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.0,0.07833333333333334,0.0,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.0,0.027,0.0,0.0,2.2
2024-01-03 06:15:00,0.001,0.001,0.0,0.027,3.6666666666666665,0.0,0.8
2024-01-03 06:30:00,0.001,0.001,0.0,0.027,5.866666666666666,0.0,3.0
2024-01-03 06:45:00,0.001,0.001,0.0,0.115,0.0,0.0,3.0
2024-01-03 07:00:00,0.001,0.001,0.0,0.06366666666666668,0.0,0.0,1.2
2024-01-03 07:15:00,0.001,0.001,0.0,0.027,0.0,3.0,0.0
2024-01-03 07:30:00,0.001,0.001,0.0,0.5600666666666666,0.0,0.0,0.0
2024-01-03 07:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-03 08:15:00,0.001,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-03 08:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.0,0.036533333333333334,0.0,0.0,0.0
2024-01-03 09:00:00,0.001,0.001,0.0,0.04733333333333333,0.0,0.0,0.0
2024-01-03 09:15:00,0.001,0.001,0.0,0.15,1.4666666666666666,0.0,1.2
2024-01-03 09:30:00,0.001,0.001,0.0,0.04733333333333333,2.933333333333333,0.0,3.0
2024-01-03 09:45:00,0.001,0.001,0.0,0.034800000000000005,0.0,0.0,0.6
2024-01-03 10:00:00,0.001,0.001,0.0,2.1061333333333336,0.0,0.0,2.0
2024-01-03 10:15:00,0.001,0.001,0.0,0.7371333333333333,0.0,0.0,0.8
2024-01-03 10:30:00,0.001,0.001,0.0,0.2506666666666667,0.0,0.0,0.0
2024-01-03 10:45:00,0.001,0.001,0.0,0.148,0.0,0.0,0.0
2024-01-03 11:00:00,0.001,0.001,0.0,0.148,0.0,0.0,0.0
2024-01-03 11:15:00,0.001,0.001,0.0,1.2551333333333332,0.0,0.0,0.0
2024-01-03 11:30:00,0.001,0.001,0.0,2.1937333333333333,0.0,0.0,0.0
2024-01-03 11:45:00,0.001,0.001,0.0,1.6383333333333332,3.6666666666666665,0.0,2.4
2024-01-03 12:00:00,0.001,0.001,0.0,0.027,3.6666666666666665,0.0,0.0
2024-01-03 12:15:00,0.001,0.001,0.0,1.1978666666666666,0.0,0.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.0,1.444510439470583,0.0,0.0,0.0
2024-01-03 12:45:00,0.001,0.001,0.0,0.12288553068624765,0.0,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,1.0503333333333333,0.27815219735291424,0.0,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,1.9501333333333333,0.332018864019581,0.0,0.3333333333333333,0.0
2024-01-03 13:30:00,0.001,0.001,1.2004666666666666,0.10695219735291431,0.0,2.6666666666666665,1.2
2024-01-03 13:45:00,0.001,0.001,0.4508,0.1795521973529143,0.0,0.0,1.2
2024-01-03 14:00:00,0.001,0.001,0.0002,0.2371382780588038,0.0,0.0,0.0
2024-01-03 14:15:00,0.001,0.001,0.0,0.20666666666666667,0.0,0.0,0.0
2024-01-03 14:30:00,0.001,0.001,0.0,0.148,0.0,0.0,0.0
2024-01-03 14:45:00,0.001,0.001,0.0,0.1238,5.866666666666666,0.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.0,0.027,2.933333333333333,0.0,1.4
2024-01-03 15:15:00,0.001,0.001,0.0,0.10766666666666667,0.0,0.0,2.8
2024-01-03 15:30:00,0.001,0.001,0.0,0.07100000000000001,0.0,0.0,0.0
2024-01-03 15:45:00,0.001,0.001,0.0,0.5600666666666666,0.0,0.0,0.0
2024-01-03 16:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 16:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 16:30:00,0.001,0.001,0.0,0.12233333333333335,0.0,0.0,0.0
2024-01-03 16:45:00,0.001,0.001,0.0,0.05633333333333334,0.0,0.0,2.6
2024-01-03 17:00:00,0.001,0.001,0.0,0.42679999999999996,2.2,0.0,2.6
2024-01-03 17:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 17:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 17:45:00,0.001,0.001,0.0,0.5367999999999999,0.0,0.0,2.6
2024-01-03 18:00:00,0.001,0.001,0.0,0.041666666666666664,0.0,0.0,3.0
2024-01-03 18:15:00,0.001,0.001,0.0,0.16026666666666667,0.0,0.0,3.0
2024-01-03 18:30:00,0.001,0.001,0.0,0.3983999999999999,0.0,0.0,3.0
2024-01-03 18:45:00,0.001,0.001,0.0,0.16266666666666665,0.0,0.0,3.0
2024-01-03 19:00:00,0.001,0.001,0.0,0.258,0.0,0.0,3.0
2024-01-03 19:15:00,0.001,0.001,0.0,0.148,0.0,2.3333333333333335,3.0
2024-01-03 19:30:00,0.001,0.001,0.0,0.06733333333333333,0.0,0.6666666666666666,1.4
2024-01-03 19:45:00,0.001,0.001,0.0,0.05224175788233144,0.0,0.0,1.0
2024-01-03 20:00:00,0.001,0.001,0.0,0.08788553068624763,0.0,0.0,1.6
2024-01-03 20:15:00,0.001,0.001,0.0,0.15388553068624763,0.0,0.0,0.0
2024-01-03 20:30:00,0.001,0.001,0.0,0.058552197352914295,0.0,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.0,0.058552197352914295,0.0,0.0,0.0
2024-01-03 21:00:00,0.001,0.001,0.0,0.03331043947058286,0.0,0.0,0.0
2024-01-03 21:15:00,0.001,0.001,0.0,0.17586666666666667,0.0,0.0,0.0
2024-01-03 21:30:00,0.001,0.001,0.0,0.22866666666666668,0.0,0.0,0.0
2024-01-03 21:45:00,0.001,0.001,0.0,0.148,0.0,0.0,0.4
2024-01-03 22:00:00,0.001,0.001,0.0,0.148,0.0,0.0,3.0
2024-01-03 22:15:00,0.001,0.001,0.0,0.11573333333333333,0.0,0.0,1.2
2024-01-03 22:30:00,0.001,0.001,0.0,0.08566666666666668,0.0,0.0,1.8
2024-01-03 22:45:00,0.001,0.001,0.0,0.093,0.0,0.0,3.0
2024-01-03 23:00:00,0.001,0.001,0.0,0.027,0.0,0.0,1.4
2024-01-03 23:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.0,0.043133333333333336,0.0,0.0,0.0
2024-01-03 23:45:00,0.001,0.001,0.0,0.7544,0.0,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.0,0.19933333333333333,0.0,0.0,0.2
2024-01-04 00:15:00,0.001,0.001,0.0,0.148,0.0,0.0,3.0
2024-01-04 00:30:00,0.001,0.001,0.0,0.148,0.0,0.0,2.0
2024-01-04 00:45:00,0.001,0.001,0.0,0.10766666666666666,0.0,0.0,3.0
2024-01-04 01:00:00,0.001,0.001,0.0,0.115,0.0,0.0,0.4
2024-01-04 01:15:00,0.001,0.001,0.0,0.06366666666666668,0.0,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.0,0.5600666666666666,0.0,0.0,1.8
2024-01-04 02:15:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,3.0
2024-01-04 02:30:00,0.001,0.001,0.0,0.049,0.0,0.0,2.4
2024-01-04 02:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.4
2024-01-04 03:15:00,0.001,0.001,0.0,0.034333333333333334,0.0,0.0,2.8
2024-01-04 03:30:00,0.001,0.001,0.0,0.137,0.0,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.0,0.034333333333333334,0.0,0.0,0.0
2024-01-04 04:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-04 04:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.8
2024-01-04 04:30:00,0.001,0.001,0.0,0.04900000000000001,0.0,4.333333333333333,1.2
2024-01-04 04:45:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.3333333333333333,0.0
2024-01-04 05:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.0,0.027,0.0,0.0,2.4
2024-01-04 05:30:00,0.001,0.001,0.0,0.027,0.0,0.0,3.0
