,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.115,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.33019999999999994,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.2935333333333333,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.4
2024-01-01 01:00:00,0.001,0.001,0.0,0.027,0.0,0.0,2.2
2024-01-01 01:15:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.049,0.0,0.0,3.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.027,0.0,0.0,1.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.034333333333333334,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.137,0.0,0.0,2.2
2024-01-01 02:45:00,0.001,0.001,0.0,0.034333333333333334,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.04900000000000001,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.12966666666666668,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.027,0.0,4.333333333333333,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.027,0.0,5.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.06366666666666668,0.0,1.6666666666666667,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.115,0.0,4.333333333333333,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.027,0.0,0.6666666666666666,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.027,7.333333333333333,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.07833333333333334,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.10033333333333334,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.027,0.0,0.0,1.6
2024-01-01 07:15:00,0.001,0.001,0.0,0.093,1.4666666666666666,0.0,3.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.08566666666666668,0.0,0.0,0.2
2024-01-01 07:45:00,0.001,0.001,0.0,0.03913333333333333,0.0,0.0,1.2
2024-01-01 08:00:00,0.001,0.001,0.0,0.04,0.0,0.0,1.8
2024-01-01 08:15:00,0.001,0.001,0.0,0.04,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.11460000000000001,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.07100000000000001,0.0,3.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.033933333333333336,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.04,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.6684,0.0,0.0,0.4
2024-01-01 10:00:00,0.001,0.001,0.0,0.06933333333333333,0.0,0.0,2.6
2024-01-01 10:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,2.0268,0.0,0.0,2.0
2024-01-01 11:00:00,0.001,0.001,0.0,1.7366666666666668,0.0,0.0,2.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.05639102543136001,0.0,0.0,0.8
2024-01-01 11:30:00,0.001,0.001,0.0,0.058552197352914295,0.0,0.6666666666666666,3.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.058552197352914295,0.0,2.3333333333333335,0.4
2024-01-01 12:00:00,0.001,0.001,0.0,0.07928553068624764,0.0,0.0,3.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.1605173991176381,0.0,0.0,0.6
2024-01-01 12:30:00,0.001,0.001,0.0,0.04,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.0,0.04,0.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.035666666666666666,0.0,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.05633333333333333,0.0,0.0,1.2
2024-01-01 13:30:00,0.001,0.001,0.0,0.12233333333333335,0.0,0.0,3.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.027,0.0,0.0,1.8
2024-01-01 14:00:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.027,9.533333333333333,0.0,0.8
2024-01-01 14:30:00,0.001,0.001,0.0,0.071,8.066666666666666,0.0,3.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.10766666666666667,0.0,0.0,3.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.027,0.0,0.0,2.2
2024-01-01 15:15:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.027,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.08566666666666668,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.093,3.6666666666666665,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.027,0.0,1.6666666666666667,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.42679999999999996,0.0,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.027,0.0,0.0,2.6
2024-01-01 17:00:00,0.001,0.001,0.0,0.6386000000000001,0.0,0.0,1.8
2024-01-01 17:15:00,0.001,0.001,0.0,0.09133333333333332,0.0,0.0,1.4
2024-01-01 17:30:00,0.001,0.001,0.0,0.04,2.2,0.0,3.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.04,0.0,0.0,3.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.04,0.0,0.0,1.4
2024-01-01 18:15:00,0.001,0.001,0.0,0.128,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.07666666666666666,0.0,0.0,1.2
2024-01-01 18:45:00,0.001,0.001,0.0,0.05249450525488763,0.0,0.0,1.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.058552197352914295,0.0,2.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,0.058552197352914295,0.0,1.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,0.2741521973529143,0.0,0.0,0.4
2024-01-01 19:45:00,0.001,0.001,0.0,0.2015521973529143,0.0,0.0,3.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.7074278385882209,0.0,0.0,1.0
