,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.0,0.23600000000000002,0.0,0.0
2024-01-01 00:15:00,0.0,0.13266666666666665,0.0,0.0
2024-01-01 00:30:00,0.0,0.174,0.0,0.0
2024-01-01 00:45:00,0.0,0.05,0.0,0.0
2024-01-01 01:00:00,0.0,0.13866666666666666,0.0,0.0
2024-01-01 01:15:00,0.0,0.23466666666666666,0.0,0.0
2024-01-01 01:30:00,0.0,0.16,0.0,0.0
2024-01-01 01:45:00,0.0,0.15166666666666667,0.0,2.3333333333333335
2024-01-01 02:00:00,0.0,0.18433333333333332,0.0,0.0
2024-01-01 02:15:00,0.0,0.05,0.0,0.0
2024-01-01 02:30:00,0.0,0.2273333333333333,0.0,1.6666666666666667
2024-01-01 02:45:00,0.0,0.13866666666666666,1.0666666666666667,3.0
2024-01-01 03:00:00,0.0,0.13799999999999998,1.8666666666666667,0.0
2024-01-01 03:15:00,0.0,0.17066666666666666,0.0,0.0
2024-01-01 03:30:00,0.0,0.19466666666666665,0.8,1.3333333333333333
2024-01-01 03:45:00,0.0,0.126,0.0,0.0
2024-01-01 04:00:00,0.0,0.23999999999999996,0.8,1.3333333333333333
2024-01-01 04:15:00,0.0,0.05,2.6666666666666665,3.6666666666666665
2024-01-01 04:30:00,0.0,0.10866666666666668,0.8,0.0
2024-01-01 04:45:00,0.0,0.7227333333333334,2.6666666666666665,3.6666666666666665
2024-01-01 05:00:00,0.0,0.205,0.26666666666666666,3.0
2024-01-01 05:15:00,0.0,0.21466666666666664,0.8,0.6666666666666666
2024-01-01 05:30:00,0.0,0.15133333333333335,0.0,1.6666666666666667
2024-01-01 05:45:00,0.0,0.05,1.6,0.0
2024-01-01 06:00:00,0.0,0.07933333333333333,0.0,0.0
2024-01-01 06:15:00,0.0,0.21173333333333336,0.26666666666666666,2.0
2024-01-01 06:30:00,0.0,0.2886666666666667,4.0,2.3333333333333335
2024-01-01 06:45:00,0.0,0.5298666666666666,0.5333333333333333,0.0
2024-01-01 07:00:00,0.0,0.3422,0.0,2.0
2024-01-01 07:15:00,0.0,0.055200000000000006,0.0,0.0
2024-01-01 07:30:00,0.0,0.05,0.0,0.0
2024-01-01 07:45:00,0.0,0.191,0.5333333333333333,0.0
2024-01-01 08:00:00,0.0,0.39366666666666666,4.0,0.0
2024-01-01 08:15:00,0.0,0.18466666666666667,4.0,0.0
2024-01-01 08:30:00,0.0,0.05,0.5333333333333333,0.6666666666666666
2024-01-01 08:45:00,0.0,0.05,0.0,1.0
2024-01-01 09:00:00,0.0,0.05,0.0,0.0
2024-01-01 09:15:00,0.0,0.202,0.0,4.0
2024-01-01 09:30:00,0.0,0.461,0.0,3.0
2024-01-01 09:45:00,0.0,0.5061333333333333,1.6,0.0
2024-01-01 10:00:00,0.0,0.11624,0.0,0.0
2024-01-01 10:15:00,0.0,0.07207999999999999,0.0,0.0
2024-01-01 10:30:00,0.0,0.05,0.0,0.0
2024-01-01 10:45:00,0.0,0.251,0.0,1.3333333333333333
2024-01-01 11:00:00,0.0,0.427,1.0666666666666667,0.0
2024-01-01 11:15:00,0.0,0.09133333333333332,3.466666666666667,0.0
2024-01-01 11:30:00,0.0,0.05,0.0,0.0
2024-01-01 11:45:00,0.0,0.05,0.0,0.0
2024-01-01 12:00:00,0.0,0.08800000000000001,0.0,0.0
2024-01-01 12:15:00,0.0,0.26199999999999996,0.0,2.3333333333333335
2024-01-01 12:30:00,0.0,0.353,0.0,0.3333333333333333
2024-01-01 12:45:00,0.0,0.11633333333333334,0.0,0.0
2024-01-01 13:00:00,0.0,0.05,0.8,0.0
2024-01-01 13:15:00,0.0,0.05,0.0,0.0
2024-01-01 13:30:00,0.0,0.17666666666666667,0.0,0.0
2024-01-01 13:45:00,0.0,0.18933333333333333,0.0,0.0
2024-01-01 14:00:00,0.0,0.29733333333333334,0.0,3.6666666666666665
2024-01-01 14:15:00,0.0,0.156,0.0,2.0
2024-01-01 14:30:00,0.0,0.4498,1.0666666666666667,0.0
2024-01-01 14:45:00,0.0,0.07533333333333332,1.3333333333333333,0.0
2024-01-01 15:00:00,0.0,0.23999999999999996,0.0,0.0
2024-01-01 15:15:00,0.0,0.10066666666666667,0.0,0.0
2024-01-01 15:30:00,0.0,0.25766666666666665,0.5333333333333333,0.0
2024-01-01 15:45:00,0.0,0.19566666666666668,1.0666666666666667,2.0
2024-01-01 16:00:00,0.0,0.05,0.0,0.0
2024-01-01 16:15:00,0.0,0.164,0.0,0.0
2024-01-01 16:30:00,0.0,0.20199999999999999,0.0,2.6666666666666665
2024-01-01 16:45:00,0.0,0.05,0.26666666666666666,0.6666666666666666
2024-01-01 17:00:00,0.0,0.218,2.933333333333333,0.0
2024-01-01 17:15:00,0.0,1.1149333333333333,0.0,0.0
2024-01-01 17:30:00,0.0,1.9818666666666664,0.0,0.0
2024-01-01 17:45:00,0.0,0.23999999999999996,0.0,1.6666666666666667
2024-01-01 18:00:00,0.0,0.11333333333333333,0.0,0.0
2024-01-01 18:15:00,0.0,0.05,0.0,0.0
2024-01-01 18:30:00,0.0,0.17833333333333332,0.0,0.0
2024-01-01 18:45:00,0.0,1.3996,0.0,0.0
2024-01-01 19:00:00,0.0,1.548639329265426,0.0,4.333333333333333
2024-01-01 19:15:00,0.0,0.6395570757060068,1.3333333333333333,0.0
2024-01-01 19:30:00,0.0,0.2738237423726735,1.8666666666666667,0.0
2024-01-01 19:45:00,0.0,0.2738237423726735,0.0,2.0
2024-01-01 20:00:00,0.0,0.3448904090393402,0.0,0.0
2024-01-01 20:15:00,0.0,0.4221412474575578,0.0,0.0
2024-01-01 20:30:00,0.0,0.46996712546674835,0.0,1.3333333333333333
2024-01-01 20:45:00,0.0,0.9362759397255879,0.0,0.0
2024-01-01 21:00:00,0.0,0.3500759397255878,0.0,0.0
2024-01-01 21:15:00,0.0,0.3500759397255878,0.0,2.0
2024-01-01 21:30:00,0.0,0.3318988335883383,0.0,0.0
2024-01-01 21:45:00,0.0,0.4650688262144953,0.0,0.0
2024-01-01 22:00:00,0.0,0.4437,0.0,0.0
2024-01-01 22:15:00,0.0,0.1857,0.0,0.0
2024-01-01 22:30:00,0.0,0.1857,0.0,0.0
2024-01-01 22:45:00,0.0,0.1857,0.0,0.0
2024-01-01 23:00:00,0.0,0.2683666666666667,0.0,0.0
2024-01-01 23:15:00,0.0,0.5237,0.0,0.0
2024-01-01 23:30:00,0.0,0.38436666666666663,0.0,0.0
2024-01-01 23:45:00,0.0,0.1857,0.0,0.0
2024-01-02 00:00:00,0.0,0.1857,0.0,0.0
2024-01-02 00:15:00,0.0,0.1857,0.0,0.0
2024-01-02 00:30:00,0.0,0.33403333333333335,0.0,0.0
2024-01-02 00:45:00,0.0,0.5173666666666666,0.0,0.0
2024-01-02 01:00:00,0.0,0.29569999999999996,0.0,0.0
2024-01-02 01:15:00,0.0,0.2150333333333333,0.0,2.3333333333333335
2024-01-02 01:30:00,0.0,0.12237333333333332,0.0,1.3333333333333333
2024-01-02 01:45:00,0.0,0.05,0.0,0.0
2024-01-02 02:00:00,0.0,0.27666666666666667,0.0,0.0
2024-01-02 02:15:00,0.0,0.29600000000000004,0.0,0.0
2024-01-02 02:30:00,0.0,0.13799999999999998,0.0,0.0
2024-01-02 02:45:00,0.0,0.10866666666666668,0.0,0.0
2024-01-02 03:00:00,0.0,0.05,0.0,3.0
2024-01-02 03:15:00,0.0,0.11333333333333333,0.0,2.3333333333333335
2024-01-02 03:30:00,0.0,0.2916666666666667,0.0,0.6666666666666666
2024-01-02 03:45:00,0.0,0.21766666666666665,0.0,0.0
2024-01-02 04:00:00,0.0,0.10866666666666668,0.0,0.0
2024-01-02 04:15:00,0.0,0.13799999999999998,1.8666666666666667,3.0
2024-01-02 04:30:00,0.0,0.4498,0.0,0.6666666666666666
2024-01-02 04:45:00,0.0,0.20199999999999999,0.0,0.0
2024-01-02 05:00:00,0.0,0.20533333333333334,1.3333333333333333,1.3333333333333333
2024-01-02 05:15:00,0.0,0.205,2.6666666666666665,0.0
2024-01-02 05:30:00,0.0,0.08966666666666666,3.466666666666667,0.0
2024-01-02 05:45:00,0.0,0.16,0.0,0.0
2024-01-02 06:00:00,0.0,0.10800000000000001,0.0,0.0
2024-01-02 06:15:00,0.0,0.23999999999999996,0.0,1.3333333333333333
2024-01-02 06:30:00,0.0,0.10633333333333334,0.0,0.0
2024-01-02 06:45:00,0.0,0.205,0.0,3.0
2024-01-02 07:00:00,0.0,0.07066666666666667,0.0,3.3333333333333335
2024-01-02 07:15:00,0.0,0.16433333333333333,0.0,0.0
2024-01-02 07:30:00,0.0,0.239,0.0,0.0
2024-01-02 07:45:00,0.0,0.18966666666666668,0.0,4.0
2024-01-02 08:00:00,0.0,0.08366666666666665,0.0,2.6666666666666665
2024-01-02 08:15:00,0.0,0.21453333333333333,0.0,2.3333333333333335
2024-01-02 08:30:00,0.0,0.081,0.0,0.0
2024-01-02 08:45:00,0.0,0.16866666666666666,0.0,0.0
2024-01-02 09:00:00,0.0,0.306,0.0,1.6666666666666667
2024-01-02 09:15:00,0.0,0.08800000000000001,0.0,2.3333333333333335
2024-01-02 09:30:00,0.0,0.060333333333333336,0.8,2.6666666666666665
2024-01-02 09:45:00,0.0,0.205,0.0,0.0
2024-01-02 10:00:00,0.0,0.09133333333333332,0.0,0.0
2024-01-02 10:15:00,0.0,0.6278,0.8,0.0
2024-01-02 10:30:00,0.0,0.2846666666666666,0.26666666666666666,0.0
2024-01-02 10:45:00,0.0,0.05,2.1333333333333333,0.6666666666666666
2024-01-02 11:00:00,0.0,0.05,0.0,0.3333333333333333
2024-01-02 11:15:00,0.0,0.205,0.0,0.0
2024-01-02 11:30:00,0.0,0.127,0.0,0.0
2024-01-02 11:45:00,0.0,0.26199999999999996,0.0,0.0
2024-01-02 12:00:00,0.0,0.21066666666666667,0.0,1.3333333333333333
2024-01-02 12:15:00,0.0,0.06466666666666668,0.0,0.0
2024-01-02 12:30:00,0.0,0.05,0.0,3.3333333333333335
2024-01-02 12:45:00,0.0,0.5944666666666667,0.0,3.3333333333333335
2024-01-02 13:00:00,0.0,0.22599999999999998,0.0,0.3333333333333333
2024-01-02 13:15:00,0.0,0.7350666666666666,1.3333333333333333,2.0
2024-01-02 13:30:00,0.0,0.15266666666666667,4.0,1.6666666666666667
2024-01-02 13:45:00,0.0,0.09400000000000001,0.26666666666666666,3.0
2024-01-02 14:00:00,0.0,0.05,0.0,0.0
2024-01-02 14:15:00,0.0,0.197,0.0,0.0
2024-01-02 14:30:00,0.0,0.8453999999999999,0.0,3.6666666666666665
2024-01-02 14:45:00,0.0,0.11333333333333333,0.0,1.0
2024-01-02 15:00:00,0.0,0.12333333333333334,0.0,1.6666666666666667
2024-01-02 15:15:00,0.0,0.12333333333333334,0.0,2.3333333333333335
2024-01-02 15:30:00,0.0,0.5830666666666667,0.0,0.6666666666666666
2024-01-02 15:45:00,0.0,0.2753333333333333,3.2,2.3333333333333335
2024-01-02 16:00:00,0.0,0.8665866666666666,0.0,2.3333333333333335
2024-01-02 16:15:00,0.0,0.1857,0.0,0.0
2024-01-02 16:30:00,0.0,0.22969999999999996,0.0,0.0
2024-01-02 16:45:00,0.0,0.28836666666666666,0.0,0.0
2024-01-02 17:00:00,0.0,0.1857,0.0,1.3333333333333333
2024-01-02 17:15:00,0.0,0.8891666666666665,0.0,0.0
2024-01-02 17:30:00,0.0,0.36683333333333334,0.0,3.0
2024-01-02 17:45:00,0.0,0.24428205086272,0.0,2.3333333333333335
2024-01-02 18:00:00,0.0,0.36591886401958096,0.0,0.0
2024-01-02 18:15:00,0.0,0.46125219735291434,3.2,0.0
2024-01-02 18:30:00,0.0,0.5389721973529142,0.0,0.0
2024-01-02 18:45:00,0.0,1.143571611392137,0.0,0.0
2024-01-02 19:00:00,0.0,0.4163393292654259,0.0,1.3333333333333333
2024-01-02 19:15:00,0.0,0.3185237423726735,0.0,4.0
2024-01-02 19:30:00,0.0,0.33324810113736686,0.0,5.0
2024-01-02 19:45:00,0.0,0.7484092730589212,0.0,5.0
2024-01-02 20:00:00,0.0,0.5787426063922544,0.0,4.0
2024-01-02 20:15:00,0.0,1.4646092730589213,0.0,0.3333333333333333
2024-01-02 20:30:00,0.0,0.4637426063922545,0.0,0.0
2024-01-02 20:45:00,0.0,0.3547229417595415,2.1333333333333333,0.0
2024-01-02 21:00:00,0.0,0.36307593972558777,1.0666666666666667,0.0
2024-01-02 21:15:00,0.0,0.5050759397255878,0.0,1.3333333333333333
2024-01-02 21:30:00,0.0,0.6337426063922543,0.0,0.0
2024-01-02 21:45:00,0.0,0.3215426063922545,0.0,1.6666666666666667
2024-01-02 22:00:00,0.0,0.3404550607844221,0.0,0.0
2024-01-02 22:15:00,0.0,0.22918633129937957,0.0,0.0
2024-01-02 22:30:00,0.0,0.3067,0.0,0.0
2024-01-02 22:45:00,0.0,0.5440493154458196,0.0,0.0
2024-01-02 23:00:00,0.0,0.5614092730589211,0.0,0.0
2024-01-02 23:15:00,0.0,0.4224092730589212,0.0,0.0
2024-01-02 23:30:00,0.0,0.44467593972558783,0.0,0.0
2024-01-02 23:45:00,0.0,0.2420759397255878,0.0,0.0
2024-01-03 00:00:00,0.0,0.26913202229542776,0.0,1.0
2024-01-03 00:15:00,0.0,0.39603333333333335,0.0,0.0
2024-01-03 00:30:00,0.0,0.22098666666666666,0.0,1.0
2024-01-03 00:45:00,0.0,0.14133333333333334,0.0,0.3333333333333333
2024-01-03 01:00:00,0.0,0.19466666666666665,0.0,2.3333333333333335
2024-01-03 01:15:00,0.0,0.05,0.0,4.333333333333333
2024-01-03 01:30:00,0.0,0.20199999999999999,0.0,0.0
2024-01-03 01:45:00,0.0,0.164,0.0,2.6666666666666665
2024-01-03 02:00:00,0.0,0.13799999999999998,0.5333333333333333,5.0
2024-01-03 02:15:00,0.0,0.16033333333333333,4.0,0.0
2024-01-03 02:30:00,0.0,0.205,1.3333333333333333,0.0
2024-01-03 02:45:00,0.0,0.10066666666666667,0.0,2.3333333333333335
2024-01-03 03:00:00,0.0,0.23999999999999996,0.0,2.6666666666666665
2024-01-03 03:15:00,0.0,0.07533333333333334,0.0,0.3333333333333333
2024-01-03 03:30:00,0.0,0.10866666666666668,0.0,0.0
2024-01-03 03:45:00,0.0,0.17933333333333332,0.0,0.0
2024-01-03 04:00:00,0.0,0.205,0.0,0.0
2024-01-03 04:15:00,0.0,0.1996666666666667,0.0,0.0
2024-01-03 04:30:00,0.0,0.17666666666666667,0.0,2.6666666666666665
2024-01-03 04:45:00,0.0,0.4498,0.8,0.0
2024-01-03 05:00:00,0.0,0.07933333333333333,3.2,0.0
2024-01-03 05:15:00,0.0,0.191,0.0,2.3333333333333335
2024-01-03 05:30:00,0.0,0.25033333333333335,0.0,0.0
2024-01-03 05:45:00,0.0,0.26066666666666666,0.0,0.0
2024-01-03 06:00:00,0.0,0.08800000000000001,0.0,0.0
2024-01-03 06:15:00,0.0,0.05,0.0,0.0
2024-01-03 06:30:00,0.0,0.05,0.0,3.0
2024-01-03 06:45:00,0.0,0.18066666666666667,0.0,5.0
2024-01-03 07:00:00,0.0,0.36833333333333335,0.0,5.0
2024-01-03 07:15:00,0.0,0.23333333333333334,0.0,3.6666666666666665
2024-01-03 07:30:00,0.0,0.063,0.0,0.0
2024-01-03 07:45:00,0.0,0.19626666666666667,4.0,0.0
2024-01-03 08:00:00,0.0,0.3295333333333333,0.0,0.0
2024-01-03 08:15:00,0.0,0.175,0.0,0.0
2024-01-03 08:30:00,0.0,0.461,0.0,1.0
2024-01-03 08:45:00,0.0,0.142,0.0,0.0
2024-01-03 09:00:00,0.0,0.10646666666666668,0.0,1.0
2024-01-03 09:15:00,0.0,0.18226666666666666,0.0,0.0
2024-01-03 09:30:00,0.0,0.184,0.0,3.6666666666666665
2024-01-03 09:45:00,0.0,0.34933333333333333,0.0,0.6666666666666666
2024-01-03 10:00:00,0.0,0.5702,0.0,3.3333333333333335
2024-01-03 10:15:00,0.0,0.10686666666666667,0.8,0.0
2024-01-03 10:30:00,0.0,0.05,1.6,2.3333333333333335
2024-01-03 10:45:00,0.0,0.05,0.8,0.0
2024-01-03 11:00:00,0.0,0.06613333333333334,0.0,0.0
2024-01-03 11:15:00,0.0,0.275,0.0,3.3333333333333335
2024-01-03 11:30:00,0.0,0.381,0.0,0.0
2024-01-03 11:45:00,0.0,0.5394666666666666,0.0,0.0
2024-01-03 12:00:00,0.0,0.5960666666666666,0.0,0.0
2024-01-03 12:15:00,0.0,0.4532666666666667,1.6,0.3333333333333333
2024-01-03 12:30:00,0.0,0.15133333333333335,0.8,1.3333333333333333
2024-01-03 12:45:00,0.0,0.21466666666666664,0.0,0.0
2024-01-03 13:00:00,0.0,0.287,0.0,0.0
2024-01-03 13:15:00,0.0,0.16633333333333333,0.0,1.0
2024-01-03 13:30:00,0.0,0.05,0.0,3.0
2024-01-03 13:45:00,0.0,0.05,1.6,1.0
2024-01-03 14:00:00,0.0,0.23999999999999996,1.6,2.0
2024-01-03 14:15:00,0.0,0.126,0.0,2.6666666666666665
2024-01-03 14:30:00,0.0,0.24733333333333332,0.0,1.3333333333333333
2024-01-03 14:45:00,0.0,0.206,0.0,0.0
2024-01-03 15:00:00,0.0,0.4498,0.0,0.0
2024-01-03 15:15:00,0.0,0.5384666666666666,0.0,0.0
2024-01-03 15:30:00,0.0,0.2273333333333333,0.0,2.3333333333333335
2024-01-03 15:45:00,0.0,0.05,0.0,0.0
2024-01-03 16:00:00,0.0,0.20766666666666664,3.2,0.0
2024-01-03 16:15:00,0.0,0.24566666666666667,0.0,1.6666666666666667
