,TumbleDryer,DishWasher,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.1962960668862833,0.0
2024-01-01 00:15:00,0.001,0.0,0.17655707570600682,0.0
2024-01-01 00:30:00,0.001,0.0,0.11715707570600684,0.0
2024-01-01 00:45:00,0.001,0.0,0.05369040903934017,0.0
2024-01-01 01:00:00,0.001,0.0,0.45262374237267355,0.0
2024-01-01 01:15:00,0.001,0.0,0.05124724338965037,0.0
2024-01-01 01:30:00,0.001,0.0,0.041,0.0
2024-01-01 01:45:00,0.001,0.0,0.129,0.0
2024-01-01 02:00:00,0.001,0.0,0.107,1.2
2024-01-01 02:15:00,0.001,0.0,0.041,1.4666666666666666
2024-01-01 02:30:00,0.001,0.0,0.041,0.0
2024-01-01 02:45:00,0.001,0.0,0.041,0.0
2024-01-01 03:00:00,0.001,0.0,0.041,0.0
2024-01-01 03:15:00,0.001,0.0,0.11433333333333333,0.0
2024-01-01 03:30:00,0.001,0.0,0.12166666666666666,0.0
2024-01-01 03:45:00,0.001,0.0,0.4408,0.0
2024-01-01 04:00:00,0.001,0.0,0.041,1.8666666666666667
2024-01-01 04:15:00,0.001,0.0,0.041,2.0
2024-01-01 04:30:00,0.001,0.0,0.5740666666666667,2.0
2024-01-01 04:45:00,0.001,0.0,0.09966666666666665,2.0
2024-01-01 05:00:00,0.001,0.0,0.13633333333333333,2.0
2024-01-01 05:15:00,0.001,0.0,0.041,1.0666666666666667
2024-01-01 05:30:00,0.001,0.0,0.041,0.0
2024-01-01 05:45:00,0.001,0.0,0.041,0.5333333333333333
2024-01-01 06:00:00,0.001,0.0,0.041,2.0
2024-01-01 06:15:00,0.001,0.0,0.08499999999999999,0.6666666666666666
2024-01-01 06:30:00,0.001,0.0,0.151,0.0
2024-01-01 06:45:00,0.001,0.0,0.041,0.5333333333333333
2024-01-01 07:00:00,0.001,0.0,0.041,1.6
2024-01-01 07:15:00,0.001,0.0,0.041,2.0
2024-01-01 07:30:00,0.001,0.0,0.041,2.0
2024-01-01 07:45:00,0.001,0.0,0.07874725262744381,1.8666666666666667
2024-01-01 08:00:00,0.001,0.0,0.1825521973529143,0.0
2024-01-01 08:15:00,0.001,0.0,0.08721886401958098,0.0
2024-01-01 08:30:00,0.001,0.0,0.07255219735291431,0.0
2024-01-01 08:45:00,0.001,0.0,0.07255219735291431,0.0
2024-01-01 09:00:00,0.001,0.0,0.07255219735291431,1.4666666666666666
2024-01-01 09:15:00,0.001,0.0,0.08721886401958098,1.7333333333333334
2024-01-01 09:30:00,0.001,0.0,0.15731043947058285,0.0
2024-01-01 09:45:00,0.001,0.0,0.07033333333333333,0.0
2024-01-01 10:00:00,0.001,0.0,0.041,0.0
2024-01-01 10:15:00,0.001,0.0,0.5740666666666667,0.0
2024-01-01 10:30:00,0.001,0.0,0.041,0.0
2024-01-01 10:45:00,0.001,0.0,0.041,1.8666666666666667
2024-01-01 11:00:00,0.001,0.0,0.151,1.2
2024-01-01 11:15:00,0.001,0.0,0.08499999999999999,0.0
2024-01-01 11:30:00,0.001,0.0,0.041,0.0
2024-01-01 11:45:00,0.001,0.0,0.041,0.0
2024-01-01 12:00:00,0.001,0.0,0.041,0.0
2024-01-01 12:15:00,0.001,0.0,0.041,0.0
2024-01-01 12:30:00,0.001,0.0,0.13633333333333333,0.0
2024-01-01 12:45:00,0.001,0.0,0.09966666666666665,1.0666666666666667
2024-01-01 13:00:00,0.001,0.0,0.041,1.8666666666666667
2024-01-01 13:15:00,0.001,0.0,0.041,0.0
2024-01-01 13:30:00,0.001,0.0,0.041,0.0
2024-01-01 13:45:00,0.001,0.0,0.041,0.0
2024-01-01 14:00:00,0.001,0.0,0.12166666666666666,0.0
2024-01-01 14:15:00,0.001,0.0,0.11433333333333333,0.0
2024-01-01 14:30:00,0.001,0.0,0.041,0.0
2024-01-01 14:45:00,0.001,0.0,0.041,0.0
2024-01-01 15:00:00,0.001,0.0,0.041,0.9333333333333333
2024-01-01 15:15:00,0.001,0.0,0.041,2.0
2024-01-01 15:30:00,0.001,0.0,0.107,0.0
2024-01-01 15:45:00,0.001,0.0,0.13372949694906938,0.0
2024-01-01 16:00:00,0.001,0.0,0.0528237423726735,0.0
2024-01-01 16:15:00,0.001,0.0,0.08016898007853256,0.0
2024-01-01 16:30:00,0.001,0.0,0.0843759397255878,0.0
2024-01-01 16:45:00,0.001,0.0,0.0843759397255878,0.0
2024-01-01 17:00:00,0.001,0.0,0.1317680256013633,0.0
2024-01-01 17:15:00,0.001,0.0,0.15839102543136002,1.0666666666666667
2024-01-01 17:30:00,0.001,0.0,0.041,1.7333333333333334
2024-01-01 17:45:00,0.001,0.0,0.041,0.0
2024-01-01 18:00:00,0.001,0.0,0.0894,0.0
2024-01-01 18:15:00,0.001,0.0,0.162,0.0
2024-01-01 18:30:00,0.001,0.0,0.19866666666666666,0.0
2024-01-01 18:45:00,0.001,0.0,0.272,0.0
2024-01-01 19:00:00,0.001,0.0,0.16933333333333334,0.0
2024-01-01 19:15:00,0.001,0.0,0.0964942454236041,0.0
2024-01-01 19:30:00,0.001,0.0,0.0528237423726735,0.0
2024-01-01 19:45:00,0.001,0.0,0.08016898007853256,0.0
2024-01-01 20:00:00,0.001,0.0,0.5061759397255879,0.0
2024-01-01 20:15:00,0.001,0.0,0.1943759397255878,0.0
2024-01-01 20:30:00,0.001,0.0,0.4951404468444259,0.0
2024-01-01 20:45:00,0.001,0.0,0.06624175788233146,0.0
2024-01-01 21:00:00,0.001,0.0,0.041,0.0
2024-01-01 21:15:00,0.001,0.0,0.041,0.0
2024-01-01 21:30:00,0.001,0.0,0.5814,0.0
2024-01-01 21:45:00,0.001,0.0,0.151,0.0
2024-01-01 22:00:00,0.001,0.0,0.08573333333333334,0.0
2024-01-01 22:15:00,0.001,0.0,0.17303549288116196,0.0
2024-01-01 22:30:00,0.001,0.0,0.1738237423726735,0.0
2024-01-01 22:45:00,0.001,0.0,0.20537593972558782,0.0
2024-01-01 23:00:00,0.001,0.0,0.20537593972558782,0.0
2024-01-01 23:15:00,0.001,0.0,0.30725435690074293,0.0
2024-01-01 23:30:00,0.001,0.0,0.16421886401958094,0.0
2024-01-01 23:45:00,0.001,0.0,0.07255219735291431,0.0
2024-01-02 00:00:00,0.001,0.0,0.04731043947058287,0.0
2024-01-02 00:15:00,0.001,0.0,0.041,0.0
2024-01-02 00:30:00,0.001,0.0,0.4408,0.0
2024-01-02 00:45:00,0.001,0.0,0.129,0.0
2024-01-02 01:00:00,0.001,0.0,0.107,0.0
2024-01-02 01:15:00,0.001,0.0,0.041,0.0
2024-01-02 01:30:00,0.001,0.0,0.041,0.0
2024-01-02 01:45:00,0.001,0.0,0.041,0.9333333333333333
2024-01-02 02:00:00,0.001,0.0,0.041,1.0666666666666667
2024-01-02 02:15:00,0.001,0.0,0.2476,0.0
2024-01-02 02:30:00,0.001,0.0,0.5214666666666666,0.0
2024-01-02 02:45:00,0.001,0.0,0.041,0.0
2024-01-02 03:00:00,0.001,0.0,0.041,0.0
2024-01-02 03:15:00,0.001,0.0,0.041,0.0
2024-01-02 03:30:00,0.001,0.0,0.041,0.0
2024-01-02 03:45:00,0.001,0.0,0.09966666666666665,0.0
2024-01-02 04:00:00,0.001,0.0,0.13633333333333333,1.4666666666666666
2024-01-02 04:15:00,0.001,0.0,0.041,2.0
2024-01-02 04:30:00,0.001,0.0,0.041,2.0
2024-01-02 04:45:00,0.001,0.0,0.041,2.0
2024-01-02 05:00:00,0.001,0.0,0.041,1.6
2024-01-02 05:15:00,0.001,0.0,0.08499999999999999,0.0
2024-01-02 05:30:00,0.001,0.0,0.6840666666666666,0.0
2024-01-02 05:45:00,0.001,0.0,0.041,0.0
2024-01-02 06:00:00,0.001,0.0,0.041,0.0
2024-01-02 06:15:00,0.001,0.0,0.041,0.0
2024-01-02 06:30:00,0.001,0.0,0.041,1.3333333333333333
2024-01-02 06:45:00,0.001,0.0,0.07033333333333333,1.7333333333333334
2024-01-02 07:00:00,0.001,0.0,0.151,0.0
2024-01-02 07:15:00,0.001,0.0,0.05566666666666666,0.0
2024-01-02 07:30:00,0.001,0.0,0.041,0.0
2024-01-02 07:45:00,0.001,0.0,0.04186666666666667,0.0
2024-01-02 08:00:00,0.001,0.0,0.054,0.0
2024-01-02 08:15:00,0.001,0.0,0.06866666666666667,0.0
2024-01-02 08:30:00,0.001,0.0,0.164,1.8666666666666667
2024-01-02 08:45:00,0.001,0.0,0.07813333333333333,1.0666666666666667
2024-01-02 09:00:00,0.001,0.0,0.041,0.0
2024-01-02 09:15:00,0.001,0.0,0.041,0.0
2024-01-02 09:30:00,0.001,0.0,0.041,0.0
2024-01-02 09:45:00,0.001,0.0,0.041,0.0
2024-01-02 10:00:00,0.001,0.0,0.151,0.0
2024-01-02 10:15:00,0.001,0.0,0.08499999999999999,0.0
2024-01-02 10:30:00,0.001,0.0,0.041,1.4666666666666666
2024-01-02 10:45:00,0.001,0.0,0.041,1.4666666666666666
2024-01-02 11:00:00,0.001,0.0,0.041,0.0
2024-01-02 11:15:00,0.001,0.0,0.041,0.0
2024-01-02 11:30:00,0.001,0.0,0.13633333333333333,0.0
2024-01-02 11:45:00,0.001,0.0,0.09966666666666665,0.0
2024-01-02 12:00:00,0.001,0.0,0.041,0.0
2024-01-02 12:15:00,0.001,0.0,0.041,0.0
2024-01-02 12:30:00,0.001,0.0,0.041,0.0
2024-01-02 12:45:00,0.001,0.0,0.041,1.8666666666666667
2024-01-02 13:00:00,0.001,0.0,0.12166666666666666,1.0666666666666667
2024-01-02 13:15:00,0.001,0.0,0.11433333333333333,0.0
2024-01-02 13:30:00,0.001,0.0,0.041,0.0
2024-01-02 13:45:00,0.001,0.0,0.3075333333333333,0.0
2024-01-02 14:00:00,0.001,0.0,0.17426666666666665,0.0
2024-01-02 14:15:00,0.001,0.0,0.041,0.0
2024-01-02 14:30:00,0.001,0.0,0.107,0.0
2024-01-02 14:45:00,0.001,0.0,0.129,0.0
2024-01-02 15:00:00,0.001,0.0,0.041,1.0666666666666667
2024-01-02 15:15:00,0.001,0.0,0.041,1.7333333333333334
2024-01-02 15:30:00,0.001,0.0,0.041,0.0
2024-01-02 15:45:00,0.001,0.0,0.041,0.0
2024-01-02 16:00:00,0.001,0.0,0.09233333333333334,0.0
2024-01-02 16:15:00,0.001,0.0,0.14366666666666666,0.0
2024-01-02 16:30:00,0.001,0.0,0.041,0.0
2024-01-02 16:45:00,0.001,0.0,0.041,0.0
2024-01-02 17:00:00,0.001,0.0,0.041,0.0
2024-01-02 17:15:00,0.001,0.0,0.041,0.5333333333333333
2024-01-02 17:30:00,0.001,0.0,0.07766666666666668,2.0
2024-01-02 17:45:00,0.001,0.0,0.151,0.26666666666666666
2024-01-02 18:00:00,0.001,0.0,0.44813333333333333,0.0
2024-01-02 18:15:00,0.001,0.0,0.17426666666666665,0.0
2024-01-02 18:30:00,0.001,0.0,0.041,0.0
2024-01-02 18:45:00,0.001,0.0,0.0528237423726735,0.0
2024-01-02 19:00:00,0.001,0.0,0.0748237423726735,0.0
2024-01-02 19:15:00,0.001,0.0,0.1628237423726735,0.0
2024-01-02 19:30:00,0.001,0.0,0.0748237423726735,0.13333333333333333
2024-01-02 19:45:00,0.001,0.0,0.0528237423726735,2.0
2024-01-02 20:00:00,0.001,0.0,0.04257649898302314,0.6666666666666666
2024-01-02 20:15:00,0.001,0.0,0.041,0.0
2024-01-02 20:30:00,0.001,0.0,0.05885073245097144,0.0
2024-01-02 20:45:00,0.001,0.0,0.1825521973529143,0.0
2024-01-02 21:00:00,0.001,0.0,0.10921886401958097,0.0
2024-01-02 21:15:00,0.001,0.0,0.07255219735291431,0.0
2024-01-02 21:30:00,0.001,0.0,0.07255219735291431,0.0
2024-01-02 21:45:00,0.001,0.0,0.07255219735291431,0.26666666666666666
2024-01-02 22:00:00,0.001,0.0,0.059931318411748584,2.0
2024-01-02 22:15:00,0.001,0.0,0.14366666666666666,0.6666666666666666
2024-01-02 22:30:00,0.001,0.0,0.09233333333333334,0.0
2024-01-02 22:45:00,0.001,0.0,0.041,0.0
2024-01-02 23:00:00,0.001,0.0,0.041,0.0
2024-01-02 23:15:00,0.001,0.0,0.041,0.0
2024-01-02 23:30:00,0.001,0.0,0.041,0.0
2024-01-02 23:45:00,0.001,0.0,0.129,0.0
2024-01-03 00:00:00,0.001,0.0,0.107,0.0
2024-01-03 00:15:00,0.001,0.0,0.041,0.0
2024-01-03 00:30:00,0.001,0.0,0.041,0.0
2024-01-03 00:45:00,0.001,0.0,0.041,0.0
2024-01-03 01:00:00,0.001,0.0,0.041,0.0
2024-01-03 01:15:00,0.001,0.0,0.11433333333333333,0.0
2024-01-03 01:30:00,0.001,0.0,0.12166666666666666,0.0
2024-01-03 01:45:00,0.001,0.0,0.041,0.0
2024-01-03 02:00:00,0.001,0.0,0.041,0.0
2024-01-03 02:15:00,0.001,0.0,0.041,0.0
2024-01-03 02:30:00,0.001,0.0,0.041,0.0
2024-01-03 02:45:00,0.001,0.0,0.09966666666666665,0.0
2024-01-03 03:00:00,0.001,0.0,0.13633333333333333,0.0
2024-01-03 03:15:00,0.001,0.0,0.041,0.0
2024-01-03 03:30:00,0.001,0.0,0.4408,0.0
2024-01-03 03:45:00,0.001,0.0,0.041,0.0
2024-01-03 04:00:00,0.001,0.0,0.041,0.0
2024-01-03 04:15:00,0.001,0.0,0.08499999999999999,1.7333333333333334
2024-01-03 04:30:00,0.001,0.0,0.151,2.0
2024-01-03 04:45:00,0.001,0.0,0.041,2.0
2024-01-03 05:00:00,0.001,0.0,0.041,2.0
2024-01-03 05:15:00,0.001,0.0,0.041,0.0
2024-01-03 05:30:00,0.001,0.0,0.041,0.0
2024-01-03 05:45:00,0.001,0.0,0.07033333333333333,0.0
2024-01-03 06:00:00,0.001,0.0,0.151,0.0
2024-01-03 06:15:00,0.001,0.0,0.05566666666666666,0.0
2024-01-03 06:30:00,0.001,0.0,0.041,0.4
2024-01-03 06:45:00,0.001,0.0,0.041,2.0
2024-01-03 07:00:00,0.001,0.0,0.04273333333333333,0.6666666666666666
2024-01-03 07:15:00,0.001,0.0,0.06866666666666667,0.0
2024-01-03 07:30:00,0.001,0.0,0.164,0.0
2024-01-03 07:45:00,0.001,0.0,0.08333333333333333,0.0
2024-01-03 08:00:00,0.001,0.0,0.05313333333333334,0.0
2024-01-03 08:15:00,0.001,0.0,0.041,0.0
2024-01-03 08:30:00,0.001,0.0,0.3075333333333333,1.2
2024-01-03 08:45:00,0.001,0.0,0.3075333333333334,1.7333333333333334
2024-01-03 09:00:00,0.001,0.0,0.151,0.0
2024-01-03 09:15:00,0.001,0.0,0.08499999999999999,0.0
2024-01-03 09:30:00,0.001,0.0,0.041,0.0
2024-01-03 09:45:00,0.001,0.0,0.041,0.0
2024-01-03 10:00:00,0.001,0.0,0.041,0.0
2024-01-03 10:15:00,0.001,0.0,0.041,0.13333333333333333
2024-01-03 10:30:00,0.001,0.0,0.13633333333333333,2.0
2024-01-03 10:45:00,0.001,0.0,0.09966666666666665,0.8
2024-01-03 11:00:00,0.001,0.0,0.041,0.0
2024-01-03 11:15:00,0.001,0.0,0.041,0.0
2024-01-03 11:30:00,0.001,0.0,0.041,0.0
2024-01-03 11:45:00,0.001,0.0,0.041,0.0
2024-01-03 12:00:00,0.001,0.0,0.12166666666666666,0.0
2024-01-03 12:15:00,0.001,0.0,0.11433333333333333,0.5333333333333333
2024-01-03 12:30:00,0.001,0.0,0.041,2.0
2024-01-03 12:45:00,0.001,0.0,0.041,0.4
2024-01-03 13:00:00,0.001,0.0,0.041,0.0
2024-01-03 13:15:00,0.001,0.0,0.041,0.0
2024-01-03 13:30:00,0.001,0.0,0.107,0.0
2024-01-03 13:45:00,0.001,0.0,0.129,0.0
2024-01-03 14:00:00,0.001,0.0,0.041,0.0
2024-01-03 14:15:00,0.001,0.0,0.041,0.8
2024-01-03 14:30:00,0.001,0.0,0.041,2.0
2024-01-03 14:45:00,0.001,0.0,0.041,0.13333333333333333
2024-01-03 15:00:00,0.001,0.0,0.09233333333333334,0.0
2024-01-03 15:15:00,0.001,0.0,0.14366666666666666,0.0
2024-01-03 15:30:00,0.001,0.0,0.4408,0.0
2024-01-03 15:45:00,0.001,0.0,0.041,0.0
2024-01-03 16:00:00,0.001,0.0,0.041,0.0
2024-01-03 16:15:00,0.001,0.0,0.041,1.2
2024-01-03 16:30:00,0.001,0.0,0.07766666666666668,1.7333333333333334
2024-01-03 16:45:00,0.001,0.0,0.151,0.0
2024-01-03 17:00:00,0.001,0.0,0.055266666666666665,0.0
2024-01-03 17:15:00,0.001,0.0,0.054,0.0
2024-01-03 17:30:00,0.001,0.0,0.054,0.0
2024-01-03 17:45:00,0.001,0.0,0.054,0.0
2024-01-03 18:00:00,0.001,0.0,0.07253333333333334,0.0
2024-01-03 18:15:00,0.001,0.0,0.17267074440662722,1.6
2024-01-03 18:30:00,0.001,0.0,0.08782374237267351,1.3333333333333333
2024-01-03 18:45:00,0.001,0.0,0.06582374237267351,0.0
2024-01-03 19:00:00,0.001,0.0,0.4656237423726735,0.0
2024-01-03 19:15:00,0.001,0.0,0.0528237423726735,0.0
2024-01-03 19:30:00,0.001,0.0,0.1433726625987592,0.0
2024-01-03 19:45:00,0.001,0.0,0.27893333333333337,0.0
2024-01-03 20:00:00,0.001,0.0,0.21166666666666664,0.26666666666666666
2024-01-03 20:15:00,0.001,0.0,0.175,2.0
2024-01-03 20:30:00,0.001,0.0,0.175,0.6666666666666666
2024-01-03 20:45:00,0.001,0.0,0.24486666666666668,0.0
2024-01-03 21:00:00,0.001,0.0,0.3075333333333334,0.0
2024-01-03 21:15:00,0.001,0.0,0.14366666666666666,0.0
2024-01-03 21:30:00,0.001,0.0,0.13266666666666665,0.0
2024-01-03 21:45:00,0.001,0.0,0.162,0.0
2024-01-03 22:00:00,0.001,0.0,0.162,1.0666666666666667
2024-01-03 22:15:00,0.001,0.0,0.162,1.8666666666666667
2024-01-03 22:30:00,0.001,0.0,0.162,0.0
2024-01-03 22:45:00,0.001,0.0,0.23035421227449907,0.0
2024-01-03 23:00:00,0.001,0.0,0.14485819328500685,0.0
2024-01-03 23:15:00,0.001,0.0,0.0843759397255878,0.0
2024-01-03 23:30:00,0.001,0.0,0.0843759397255878,0.0
2024-01-03 23:45:00,0.001,0.0,0.16504260639225446,0.0
2024-01-04 00:00:00,0.001,0.0,0.19144427399089636,0.0
2024-01-04 00:15:00,0.001,0.0,0.7684,0.0
2024-01-04 00:30:00,0.001,0.0,0.25440791412422453,0.0
2024-01-04 00:45:00,0.001,0.0,0.18682374237267352,0.0
2024-01-04 01:00:00,0.001,0.0,0.09002374237267351,0.0
2024-01-04 01:15:00,0.001,0.0,0.06582374237267351,0.0
2024-01-04 01:30:00,0.001,0.0,0.05896882621449527,0.0
2024-01-04 01:45:00,0.001,0.0,0.09966666666666665,0.0
2024-01-04 02:00:00,0.001,0.0,0.13633333333333333,0.0
2024-01-04 02:15:00,0.001,0.0,0.041,0.0
2024-01-04 02:30:00,0.001,0.0,0.041,0.0
2024-01-04 02:45:00,0.001,0.0,0.041,0.0
2024-01-04 03:00:00,0.001,0.0,0.041,0.0
2024-01-04 03:15:00,0.001,0.0,0.08499999999999999,0.0
2024-01-04 03:30:00,0.001,0.0,0.151,0.0
2024-01-04 03:45:00,0.001,0.0,0.041,0.0
2024-01-04 04:00:00,0.001,0.0,0.041,0.0
2024-01-04 04:15:00,0.001,0.0,0.041,1.7333333333333334
2024-01-04 04:30:00,0.001,0.0,0.041,2.0
2024-01-04 04:45:00,0.001,0.0,0.07033333333333333,2.0
2024-01-04 05:00:00,0.001,0.0,0.151,2.0
2024-01-04 05:15:00,0.001,0.0,0.05566666666666666,1.4666666666666666
2024-01-04 05:30:00,0.001,0.0,0.041,0.0
2024-01-04 05:45:00,0.001,0.0,0.041,0.0
2024-01-04 06:00:00,0.001,0.0,0.041,0.0
2024-01-04 06:15:00,0.001,0.0,0.05566666666666666,0.0
2024-01-04 06:30:00,0.001,0.0,0.151,1.2
2024-01-04 06:45:00,0.001,0.0,0.07033333333333333,2.0
2024-01-04 07:00:00,0.001,0.0,0.041,0.0
2024-01-04 07:15:00,0.001,0.0,0.041,0.0
2024-01-04 07:30:00,0.001,0.0,0.041,0.0
2024-01-04 07:45:00,0.001,0.0,0.041,0.0
2024-01-04 08:00:00,0.001,0.0,0.151,0.26666666666666666
2024-01-04 08:15:00,0.001,0.0,0.08499999999999999,2.0
2024-01-04 08:30:00,0.001,0.0,0.041,0.9333333333333333
2024-01-04 08:45:00,0.001,0.0,0.041,0.0
2024-01-04 09:00:00,0.001,0.0,0.4408,0.0
2024-01-04 09:15:00,0.001,0.0,0.041,0.0
2024-01-04 09:30:00,0.001,0.0,0.13633333333333333,0.0
2024-01-04 09:45:00,0.001,0.0,0.49946666666666667,0.9333333333333333
2024-01-04 10:00:00,0.001,0.0,0.041,2.0
2024-01-04 10:15:00,0.001,0.0,0.041,0.13333333333333333
2024-01-04 10:30:00,0.001,0.0,0.041,0.0
2024-01-04 10:45:00,0.001,0.0,0.041,0.0
2024-01-04 11:00:00,0.001,0.0,0.12166666666666666,0.0
2024-01-04 11:15:00,0.001,0.0,0.11433333333333333,0.0
2024-01-04 11:30:00,0.001,0.0,0.041,1.7333333333333334
2024-01-04 11:45:00,0.001,0.0,0.041,1.4666666666666666
2024-01-04 12:00:00,0.001,0.0,0.041,0.0
2024-01-04 12:15:00,0.001,0.0,0.041,0.0
2024-01-04 12:30:00,0.001,0.0,0.107,0.0
2024-01-04 12:45:00,0.001,0.0,0.129,0.0
2024-01-04 13:00:00,0.001,0.0,0.041,0.0
2024-01-04 13:15:00,0.001,0.0,0.041,1.8666666666666667
2024-01-04 13:30:00,0.001,0.0,0.041,1.2
2024-01-04 13:45:00,0.001,0.0,0.041,0.0
2024-01-04 14:00:00,0.001,0.0,0.09233333333333334,0.0
2024-01-04 14:15:00,0.001,0.0,0.14366666666666666,0.0
2024-01-04 14:30:00,0.001,0.0,0.041,0.0
2024-01-04 14:45:00,0.001,0.0,0.041,0.5333333333333333
2024-01-04 15:00:00,0.001,0.0,0.041,2.0
2024-01-04 15:15:00,0.001,0.0,0.0457294969490694,0.5333333333333333
2024-01-04 15:30:00,0.001,0.0,0.08949040903934018,0.0
2024-01-04 15:45:00,0.001,0.0,0.1628237423726735,0.0
2024-01-04 16:00:00,0.001,0.0,0.060157075706006834,0.0
2024-01-04 16:15:00,0.001,0.0,0.05124724338965037,0.0
2024-01-04 16:30:00,0.001,0.0,0.041,1.2
