,TumbleDryer,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.046,0.0,0.0
2024-01-01 00:15:00,0.001,0.6043999999999999,0.0,0.0
2024-01-01 00:30:00,0.001,0.24467074440662723,0.0,0.3
2024-01-01 00:45:00,0.001,0.5336237423726735,0.0,1.5
2024-01-01 01:00:00,0.001,0.0578237423726735,0.0,0.7
2024-01-01 01:15:00,0.001,0.0578237423726735,0.0,1.1
2024-01-01 01:30:00,0.001,0.0578237423726735,0.0,1.5
2024-01-01 01:45:00,0.001,0.07290983231635646,0.0,1.5
2024-01-01 02:00:00,0.001,0.23600000000000002,3.0,1.5
2024-01-01 02:15:00,0.001,0.1430347982352762,0.2,1.5
2024-01-01 02:30:00,0.001,0.07755219735291431,0.0,0.3
2024-01-01 02:45:00,0.001,0.07755219735291431,0.0,0.3
2024-01-01 03:00:00,0.001,0.07755219735291431,0.0,1.5
2024-01-01 03:15:00,0.001,0.10288553068624764,0.0,1.5
2024-01-01 03:30:00,0.001,0.2591382780588038,0.0,1.5
2024-01-01 03:45:00,0.001,0.3885333333333333,2.8,0.1
2024-01-01 04:00:00,0.001,0.17926666666666666,0.2,0.0
2024-01-01 04:15:00,0.001,0.046,2.4,0.0
2024-01-01 04:30:00,0.001,0.046,3.0,0.0
2024-01-01 04:45:00,0.001,0.07527458079089117,0.4,1.5
2024-01-01 05:00:00,0.001,0.24782374237267352,0.0,1.5
2024-01-01 05:15:00,0.001,0.1338237423726735,1.2,0.4
2024-01-01 05:30:00,0.001,0.0578237423726735,1.8,0.0
2024-01-01 05:45:00,0.001,0.0578237423726735,3.0,0.8
2024-01-01 06:00:00,0.001,0.0578237423726735,3.0,1.5
2024-01-01 06:15:00,0.001,0.07842757875693744,3.0,1.5
2024-01-01 06:30:00,0.001,0.23946666666666663,3.0,1.5
2024-01-01 06:45:00,0.001,0.13499999999999998,0.8,1.5
2024-01-01 07:00:00,0.001,0.059000000000000004,0.0,1.5
2024-01-01 07:15:00,0.001,0.5920666666666665,0.0,1.5
2024-01-01 07:30:00,0.001,0.0564,0.0,1.5
2024-01-01 07:45:00,0.001,0.47113333333333335,2.6,1.5
2024-01-01 08:00:00,0.001,0.23600000000000002,1.2,1.0
2024-01-01 08:15:00,0.001,0.2324,0.0,0.0
2024-01-01 08:30:00,0.001,0.046,0.0,0.0
2024-01-01 08:45:00,0.001,0.4458,0.0,0.0
