,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.3973333333333333,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.31501259901841144,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.22150927305892112,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.20537593972558782,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.20537593972558782,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.11664260639225447,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.4610110373870158,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.151,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.4481333333333334,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.05566666666666666,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.151,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.041,1.6
2024-01-01 04:00:00,0.001,0.0,0.001,0.041,1.0666666666666667
2024-01-01 04:15:00,0.001,0.0,0.001,0.041,3.2
2024-01-01 04:30:00,0.001,0.0,0.001,0.041,1.3333333333333333
2024-01-01 04:45:00,0.001,0.0,0.001,0.4408,1.6
2024-01-01 05:00:00,0.001,0.0,0.001,0.5960666666666667,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.14366666666666666,3.7333333333333334
2024-01-01 05:30:00,0.001,0.0,0.001,0.041,0.26666666666666666
2024-01-01 05:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.07033333333333333,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.13633333333333333,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.041,0.26666666666666666
2024-01-01 08:30:00,0.001,0.0,0.001,0.07766666666666668,1.6
2024-01-01 08:45:00,0.001,0.0,0.001,0.129,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.08499999999999999,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.12166666666666666,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.09233333333333334,0.26666666666666666
2024-01-01 12:15:00,0.001,0.0,0.001,0.5141333333333333,1.6
2024-01-01 12:30:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.041,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.055724358764693345,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.47235219735291434,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.07255219735291431,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.17961886401958094,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.26349344481047215,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.7342356467451994,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.1738237423726735,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.1738237423726735,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.1738237423726735,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.16594124745755784,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.22800000000000004,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.6204666666666667,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.1378,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.041,0.8
2024-01-01 16:30:00,0.001,0.0,0.001,0.1378,1.0666666666666667
2024-01-01 16:45:00,0.001,0.0,0.001,0.162,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.162,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.24053333333333335,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.23439999999999997,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.175,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.175,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.5750666666666666,0.0
2024-01-01 18:30:00,0.001,0.0002666666666666667,0.10233478986486258,0.9493333333333334,0.0
2024-01-01 18:45:00,0.001,0.45080000000000003,0.36330937265511193,0.29760695964705525,0.0
2024-01-01 19:00:00,0.001,0.7506666666666667,0.7448434248549539,0.4161013589346966,0.0
2024-01-01 19:15:00,0.001,0.001,0.12795766130169658,0.38337593972558776,0.0
2024-01-01 19:30:00,0.001,0.001,0.18132711716955444,0.29310927305892115,0.0
2024-01-01 19:45:00,0.001,0.001,1.1661397118533803,0.29810927305892115,0.0
2024-01-01 20:00:00,0.001,0.001,0.596649559355055,0.2963759397255878,0.0
2024-01-01 20:15:00,0.001,0.001,0.12117046888454211,0.37704260639225445,0.0
