,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref,SoC_arr,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.997796267950271,14.978135679961943,12.0,115.4413441360336,0.0,0.0
2024-01-01 01:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.99266181878908,14.934970002090585,12.0,112.28371558741401,0.0,0.0
2024-01-01 02:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.98475751448625,14.886379449617328,11.0,146.02854917876604,0.0,0.0
2024-01-01 03:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.973891557483048,14.832386158153675,11.0,140.64316423135193,0.0,0.0
2024-01-01 04:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.961703360345414,14.780590374637447,11.0,134.99618665557995,0.0,0.0
2024-01-01 05:00:00,3.0,1.0,0.0,0.0,0.766388888888889,0.7602777777777778,19.5,14.946717460392307,14.72354809762547,10.0,168.27909142657498,0.0,0.0
2024-01-01 06:00:00,3.0,0.0,0.0,0.0,0.0,0.0,19.5,14.928750112040916,14.661272179346463,10.0,162.45558969766716,0.0,0.0
2024-01-01 07:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.90952016662047,14.601355029800697,10.0,156.38634238480165,0.0,0.0
2024-01-01 08:00:00,3.0,0.0,0.0,0.0,0.0,0.0,19.5,14.893026282364827,14.543687025601823,10.0,150.37477148701447,0.0,0.0
2024-01-01 09:00:00,1.0,0.0,0.0,0.0,0.0,0.0,20.0,14.882822339502221,14.488333216370883,10.0,144.09636408503988,891.462962962963,891.462962962963
2024-01-01 10:00:00,3.0,1.0,0.0,0.0,0.8672222222222233,0.7694444444444445,19.5,14.885373961083323,14.442736718154386,11.0,98.59338213346317,118.86172839506175,118.86172839506175
2024-01-01 11:00:00,3.0,1.0,0.0,0.0,1.0505555555555586,0.0,19.5,14.906571093617234,14.414400423783245,12.0,52.985990776830235,59.43086419753087,59.43086419753087
2024-01-01 12:00:00,3.0,1.0,0.0,0.0,1.233888888888894,0.0,19.5,14.93085794841375,14.39565473244574,12.0,47.67118850102461,0.0,0.0
2024-01-01 13:00:00,3.0,0.0,0.0,0.0,0.0,0.0,19.5,14.949362225610775,14.378480389592426,12.0,43.76637919263069,0.0,0.0
2024-01-01 14:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.956826477667692,14.362620024976795,12.0,40.99490840293803,0.0,0.0
2024-01-01 15:00:00,1.0,1.0,0.0,0.0,0.809166666666667,0.7847222222222223,20.0,14.943423973300458,14.347412777509412,12.0,40.19446126430407,0.0,0.0
2024-01-01 16:00:00,1.0,1.0,0.0,0.0,0.9925000000000024,0.0,20.0,14.918814496751136,14.324980286241706,11.0,78.85306505769083,0.0,0.0
2024-01-01 17:00:00,1.0,1.0,0.0,0.0,1.1758333333333377,0.0,20.0,14.892564196915638,14.295364529147939,11.0,78.03107787863479,0.0,0.0
2024-01-01 18:00:00,1.0,1.0,0.0,0.0,1.359166666666673,0.0,20.0,14.866294471645245,14.26629464804494,11.0,76.61481820177872,0.0,0.0
2024-01-01 19:00:00,1.0,1.0,0.0,0.0,1.5425000000000084,0.0,20.0,14.840023186164846,14.237744224069408,11.0,75.26636148373665,0.0,0.0
2024-01-01 20:00:00,1.0,1.0,0.0,0.0,1.7258333333333438,0.0,20.0,14.813766752301625,14.209688667057371,11.0,73.98102391886269,0.0,0.0
2024-01-01 21:00:00,1.0,1.0,0.0,0.0,1.9091666666666791,0.0,20.0,14.78594957845848,14.174807867573882,10.0,111.3083196621756,0.0,0.0
2024-01-01 22:00:00,2.0,1.0,0.0,0.0,2.0925000000000145,0.0,15.0,14.756295174632163,14.133229462727725,10.0,109.23527934367043,0.0,0.0
2024-01-01 23:00:00,2.0,1.0,0.0,0.0,2.27583333333335,0.0,15.0,14.726363063267682,14.092651415770781,10.0,106.6504652620005,0.0,0.0
