,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref,SoC_arr,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited
2024-01-01 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.997777089918136,14.978155418318847,12.0,115.28565406994827,891.462962962963,891.462962962963
2024-01-01 01:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.992529164503422,14.935106058030952,12.0,111.83432566054823,1357.4790123456792,1357.4790123456792
2024-01-01 02:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.984406200367651,14.886738380191963,11.0,145.2897349768752,1491.462962962963,1491.462962962963
2024-01-01 03:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.973210610027271,14.833079205622075,11.0,139.61906493863518,360.3246913580248,360.3246913580248
2024-01-01 04:00:00,2.0,0.0,0.0,0.0,0.0,0.0,15.0,14.960594425841695,14.781714507146505,11.0,133.73964633122148,0.0,0.0
2024-01-01 05:00:00,1.0,0.0,0.0,0.0,0.0,0.0,18.5,14.945093649886847,14.725187404473129,10.0,166.79131514542362,1188.6172839506175,1188.6172839506175
2024-01-01 06:00:00,1.0,0.0,0.0,0.0,0.0,0.0,18.5,14.92651786831184,14.663516613382608,10.0,160.7376403116582,118.86172839506175,118.86172839506175
2024-01-01 07:00:00,1.0,0.0,0.0,0.0,0.0,0.0,18.5,14.906605236399667,14.6042815670929,10.0,154.48681745026363,1307.4790123456792,1307.4790123456792
2024-01-01 08:00:00,1.0,0.0,0.0,0.0,0.0,0.0,18.5,14.891102207684586,14.547380145792408,10.0,148.14299224800976,1069.7555555555557,1069.7555555555557
2024-01-01 09:00:00,1.0,0.0,0.0,0.0,0.0,0.0,18.5,14.887003664939224,14.493004585888242,10.0,141.02931891111206,1397.1543209876543,1397.1543209876543
2024-01-01 10:00:00,1.0,1.0,0.0,0.0,0.7847222222222237,0.6625000000000001,18.5,14.906451982836778,14.448870558758633,11.0,93.6817489855005,920.6493827160496,920.6493827160496
2024-01-01 11:00:00,1.0,1.0,0.0,0.0,0.968055555555559,0.0,18.5,14.957077635536823,14.422922496813799,12.0,45.10311182854012,1307.4790123456792,1307.4790123456792
2024-01-01 12:00:00,1.0,1.0,0.0,0.0,1.1513888888888943,0.0,18.5,15.014038912835137,14.407753316083722,12.0,36.691871869311676,337.72345679012346,337.72345679012346
2024-01-01 13:00:00,1.0,1.0,0.0,0.0,1.3347222222222297,0.0,18.5,15.061326302151446,14.3952030690756,12.0,30.282575724194878,1088.6172839506173,1088.6172839506173
2024-01-01 14:00:00,1.0,1.0,0.0,0.0,1.518055555555565,0.0,18.5,15.08747160957628,14.384724760911897,12.0,26.18885324964731,594.3086419753088,594.3086419753088
2024-01-01 15:00:00,1.0,1.0,0.0,0.0,1.7013888888889004,0.0,18.5,15.076794163349048,14.37505071427071,12.0,25.84328539366678,772.6012345679013,772.6012345679013
2024-01-01 16:00:00,1.0,1.0,0.0,0.0,1.8847222222222357,0.0,18.5,15.046809215923355,14.357769940775444,11.0,65.76484646587825,1129.1864197530865,1129.1864197530865
2024-01-01 17:00:00,1.0,1.0,0.0,0.0,2.068055555555571,0.0,18.5,15.015106081543754,14.33285105538463,11.0,66.10388385319035,1129.1864197530865,1129.1864197530865
2024-01-01 18:00:00,1.0,1.0,0.0,0.0,2.2513888888889064,0.0,18.5,14.983740910620897,14.308058620704355,11.0,65.75998190682841,237.7234567901235,237.7234567901235
2024-01-01 19:00:00,1.0,1.0,0.0,0.0,2.4347222222222418,0.0,18.5,14.952705322202858,14.28339826954941,11.0,65.40188003474603,1256.585185185185,1256.585185185185
2024-01-01 20:00:00,1.0,1.0,0.0,0.0,2.618055555555577,0.0,18.5,14.921991444181897,14.258875055280695,11.0,65.03105587448258,1627.2345679012349,1627.2345679012349
2024-01-01 21:00:00,2.0,1.0,0.0,0.0,2.8013888888889125,0.0,15.0,14.889995636405148,14.227202027208257,10.0,103.15753221443676,206.58518518518522,206.58518518518522
2024-01-01 22:00:00,2.0,1.0,0.0,0.0,2.984722222222248,0.0,15.0,14.856398932650418,14.188554360491992,10.0,101.77926304860657,1188.6172839506175,1188.6172839506175
2024-01-01 23:00:00,2.0,1.0,0.0,0.0,3.168055555555583,0.0,15.0,14.822740186467177,14.150654588312372,10.0,99.84368733643785,1234.877777777778,1234.877777777778
