,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,15.5,0.6483794085983772,15.488647598202679,13.758032740288785,12.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,15.5,0.6483794085983772,15.464653235193863,13.774888448148044,12.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,15.5,0.6483794085983772,15.44116473017889,13.791200380626794,12.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,15.5,0.6483794085983772,15.418169200020474,13.806982786637153,12.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,15.5,0.6483794085983772,15.395654094398514,13.822249546287935,12.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,15.5,0.6483794085983772,15.373607187203968,13.837014180422544,12.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,15.5,0.6483794085983772,15.352016568155284,13.851289859910215,12.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,15.5,0.6483794085983772,15.330870634631614,13.865089414696977,12.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,15.5,0.6483794085983772,15.309675497212732,13.877256445900436,11.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,15.5,0.6483794085983772,15.28834070729821,13.887651849500923,11.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,15.5,0.6483794085983772,15.267401638460017,13.897631621098292,11.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,15.5,0.6483794085983772,15.246848327325575,13.907206763167693,11.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,15.5,0.6483794085983772,15.226671067709797,13.916387993217914,11.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,15.5,0.6483794085983772,15.206860403964956,13.925185751161413,11.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,15.5,0.6483794085983772,15.187407124502556,13.933610206493794,11.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,15.5,0.6483794085983772,15.16830225548271,13.9416712652876,11.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,15.5,0.6483794085983772,15.1495370546667,13.949378577005245,11.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,2.0,17.9,0.6483794085983772,15.600322690061489,13.958344292994221,11.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,15.5,0.6483794085983772,15.984616934599583,13.974592289550278,11.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,15.5,0.6483794085983772,15.955781391493202,13.991837169480895,11.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,1.0,20.7,0.6483794085983772,16.343098952803295,14.008567555075098,10.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,3.0,21.5,0.6483794085983772,17.4899194896856,14.03396586409588,10.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,3.0,21.5,0.6483794085983772,18.638212432984723,14.073251285478047,10.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,3.0,21.5,0.6483794085983772,19.772256933953695,14.126056820954366,10.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,3.0,21.5,0.6483794085983772,20.892394719977652,14.192007673371716,10.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,3.0,21.5,0.6483794085983772,21.886748741472918,14.270583740684215,10.0,0.0,0,0,0,0.0
