,WasherDryer,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.15086666666666665,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.17266666666666666,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.16,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.21066666666666664,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.12199999999999998,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.046,0.0,2.3333333333333335
2024-01-01 03:00:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.45846666666666663,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.23600000000000002,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.084,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.09666666666666666,0.0,2.0
2024-01-01 05:00:00,0.001,0.0,0.6357999999999999,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.046,0.0,1.6666666666666667
2024-01-01 05:45:00,0.001,0.0,0.046,0.0,2.6666666666666665
2024-01-01 06:00:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.13466666666666666,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.19799999999999998,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.046,0.0,3.0
2024-01-01 07:00:00,0.001,0.0,0.05466666666666666,0.0,4.0
2024-01-01 07:15:00,0.001,0.0,0.059000000000000004,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.059000000000000004,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.5854666666666667,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.173,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.059000000000000004,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.11546666666666666,0.0,1.6666666666666667
2024-01-01 08:45:00,0.001,0.0,0.18,0.0,0.3333333333333333
2024-01-01 09:00:00,0.001,0.0,0.18,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.336,0.0,2.0
2024-01-01 09:30:00,0.001,0.0,0.23666666666666666,0.0,0.3333333333333333
2024-01-01 09:45:00,0.31741391442306527,0.0,0.5920666666666666,0.0,0.0
2024-01-01 10:00:00,0.7920347860576631,0.0,0.5920666666666665,0.0,0.0
2024-01-01 10:15:00,0.7920347860576631,0.0,0.5920666666666666,0.7333333333333333,0.0
2024-01-01 10:30:00,0.7920347860576631,0.0,0.063,11.0,0.6666666666666666
2024-01-01 10:45:00,0.7920347860576631,0.0,0.2438,11.0,2.0
2024-01-01 11:00:00,0.7920347860576631,0.0,0.6511014649019429,11.0,3.3333333333333335
2024-01-01 11:15:00,0.7920347860576631,0.0,0.09764644277651842,8.8,0.0
2024-01-01 11:30:00,0.7920347860576631,0.0,0.0997759397255878,0.0,0.0
2024-01-01 11:45:00,0.7920347860576631,0.0,0.0893759397255878,0.0,0.0
2024-01-01 12:00:00,0.7920347860576631,0.0,0.662591873941283,0.0,0.0
2024-01-01 12:15:00,0.7920347860576631,0.0,0.24782374237267352,0.0,0.0
2024-01-01 12:30:00,0.7920347860576631,0.0,0.0578237423726735,0.0,0.0
2024-01-01 12:45:00,0.7920347860576631,0.0,0.0578237423726735,0.0,3.3333333333333335
2024-01-01 13:00:00,0.7920347860576631,0.0,0.09815707570600683,0.0,0.0
2024-01-01 13:15:00,0.7920347860576631,0.0,0.17488249491511568,2.933333333333333,0.0
2024-01-01 13:30:00,0.7920347860576631,0.0,0.36298406578430475,0.0,0.0
2024-01-01 13:45:00,0.528356524038442,0.0,1.004618864019581,0.0,2.0
2024-01-01 14:00:00,0.001,0.0,0.3195521973529143,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.2711521973529143,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.0912347982352762,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.17595421227449906,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.738018864019581,0.0,0.0
2024-01-01 15:15:00,0.001,0.00013333333333333334,0.3662188640195809,2.933333333333333,0.0
2024-01-01 15:30:00,0.001,1.8002,0.9868188640195809,0.0,0.3333333333333333
