,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.48433333333333334,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.13586666666666666,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.04766666666666667,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.2653333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.27799999999999997,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.377,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.256,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.156,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.27226666666666666,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.17433333333333334,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.07633333333333334,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.21200000000000002,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.6914,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.16166666666666668,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.21233333333333335,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.43479999999999996,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.097,0.0,1.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.19,0.0,3.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.4782,0.0,3.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.39493333333333336,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.060333333333333336,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.035,0.0,5.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.11766666666666667,0.0,5.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.22,0.0,0.3333333333333333
2024-01-01 06:15:00,0.001,0.0,0.001,0.8020666666666667,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.18246666666666667,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.164,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.8847333333333333,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.14066666666666666,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.145,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.049666666666666665,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.3358,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.2803333333333333,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.048,7.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.10966666666666666,11.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.09366666666666666,0.0,3.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.166,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.37,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.12033333333333335,3.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.048,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.07,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.23240000000000002,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.23533333333333334,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.21533333333333332,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.08666666666666667,0.0,2.6666666666666665
2024-01-01 12:15:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.08566666666666668,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.7128,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.166,1.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.19,6.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.066,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.04766666666666667,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.6248,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.18033333333333335,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.1673333333333333,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.19,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.04533333333333334,3.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.1996666666666667,0.0,2.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.17433333333333334,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.21733333333333332,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.19433333333333333,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.16166666666666668,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.21233333333333335,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.43479999999999996,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.194,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.3063333333333333,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.225,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.19765333333333332,0.0,2.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.169,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.169,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.35533333333333333,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.5598,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.24134666666666665,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,1.0269000000000001,0.0,0.0
2024-01-01 20:00:00,0.26467826201922107,0.0,0.001,1.6365,0.0,0.0
2024-01-01 20:15:00,0.7920347860576631,0.0,0.001,1.0077666666666667,0.0,0.0
2024-01-01 20:30:00,0.7920347860576631,0.0,0.001,0.7370333333333333,0.0,0.0
2024-01-01 20:45:00,0.7920347860576631,0.0,0.001,0.7162521973529142,0.0,0.0
2024-01-01 21:00:00,0.7920347860576631,0.0,0.001,0.480918864019581,0.0,0.0
2024-01-01 21:15:00,0.7920347860576631,0.0,0.001,0.258718864019581,0.0,0.0
2024-01-01 21:30:00,0.7920347860576631,0.0,0.001,0.32325219735291433,0.0,1.6666666666666667
2024-01-01 21:45:00,0.7920347860576631,0.0,0.001,0.49200842454899807,0.0,0.3333333333333333
2024-01-01 22:00:00,0.7920347860576631,0.0,0.001,0.6053437728039163,0.0,0.0
2024-01-01 22:15:00,0.7920347860576631,0.0,0.001,0.4422521973529143,0.0,0.0
2024-01-01 22:30:00,0.7920347860576631,0.0,0.001,0.5217855306862477,0.0,0.0
2024-01-01 22:45:00,0.7920347860576631,0.0,0.001,0.8544521973529143,0.0,0.0
2024-01-01 23:00:00,0.7920347860576631,0.0,0.001,0.5709188640195809,0.0,0.0
2024-01-01 23:15:00,0.7920347860576631,0.0,0.001,1.0420521973529142,0.0,0.0
2024-01-01 23:30:00,0.6865634812499747,0.0,0.001,0.501318864019581,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.3775855306862477,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.8986521973529142,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.3038611719215543,2.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.3685,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.11071333333333334,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.19,0.0,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.05566666666666667,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.15166666666666667,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.2836666666666667,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.09833333333333334,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.097,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.19,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.04766666666666667,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.247,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.239,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.11766666666666667,0.0,1.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.16933333333333334,0.0,2.3333333333333335
2024-01-02 04:15:00,0.001,0.0,0.001,0.1996666666666667,0.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.001,0.17433333333333334,0.0,0.0
2024-01-02 04:45:00,0.001,0.0,0.001,0.123,0.0,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.07166666666666667,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.001,0.13833333333333334,0.0,0.0
2024-01-02 05:30:00,0.001,0.0,0.001,0.2753333333333333,0.0,0.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.21233333333333335,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.035,13.0,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.079,0.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.11566666666666665,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.001,0.24766666666666665,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.001,0.318,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.001,0.060333333333333336,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.12332,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.035,3.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.001,0.19566666666666668,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.001,0.3843333333333333,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.001,0.17066666666666666,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-02 09:00:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.001,0.04766666666666667,5.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.001,0.30133333333333334,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.001,0.35,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.001,0.08666666666666667,0.0,2.6666666666666665
2024-01-02 10:15:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-02 10:45:00,0.001,0.0,0.001,0.1996666666666667,0.0,0.0
2024-01-02 11:00:00,0.001,0.0,0.001,0.22733333333333333,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.001,0.29266666666666663,0.0,0.0
2024-01-02 11:30:00,0.001,0.0,0.001,0.066,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.001,0.035,0.0,0.0
2024-01-02 12:00:00,0.001,0.0,0.001,0.5614666666666667,0.0,0.0
2024-01-02 12:15:00,0.001,0.0,0.001,0.21233333333333335,0.0,0.0
2024-01-02 12:30:00,0.001,0.0,0.001,0.08666666666666667,0.0,0.0
2024-01-02 12:45:00,0.001,0.0,0.001,0.27799999999999997,0.0,0.0
2024-01-02 13:00:00,0.001,0.0,0.001,0.082,0.0,0.0
2024-01-02 13:15:00,0.001,0.0,0.001,0.12366666666666666,0.0,0.0
2024-01-02 13:30:00,0.001,0.0,0.001,0.225,0.0,0.0
2024-01-02 13:45:00,0.001,0.0,0.001,0.17326666666666665,0.0,0.0
2024-01-02 14:00:00,0.001,0.0,0.001,0.22833333333333333,0.0,2.0
2024-01-02 14:15:00,0.001,0.0,0.001,0.3446666666666667,0.0,0.0
2024-01-02 14:30:00,0.001,0.0,0.001,0.2873333333333334,0.0,0.0
2024-01-02 14:45:00,0.001,0.0,0.001,0.32986666666666664,0.0,0.0
2024-01-02 15:00:00,0.001,0.0,0.001,0.09833333333333334,0.0,0.0
2024-01-02 15:15:00,0.001,0.0,0.001,0.5848945052548875,0.0,0.0
