,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,SoC_ref_EV,SoC_arr_EV,EV_plugged,EV_arrival,EV_departure
2024-01-01 00:00:00,1.0,21.5,-0.5094899248128913,21.464335747575674,16.77224687123621,12.0,0.0,0.0,0,0,0
2024-01-01 00:15:00,1.0,21.5,-0.5221063058227055,21.389136846358166,16.818533026231243,12.0,0.0,0.0,0,0,0
2024-01-01 00:30:00,1.0,21.5,-0.49832864107490565,21.315792835416644,16.862722648791685,12.0,0.0,0.0,0,0,0
2024-01-01 00:45:00,2.0,15.9,-0.4753600696543743,21.244243703149035,16.904887055974804,12.0,0.0,0.0,0,0,0
2024-01-01 01:00:00,2.0,15.5,-0.45317360181291055,21.174431431598386,16.94509518590215,12.0,0.0,0.0,0,0,0
2024-01-01 01:15:00,2.0,15.5,-0.4317431466926422,21.10629993007698,16.983413676989596,12.0,0.0,0.0,0,0,0
2024-01-01 01:30:00,2.0,15.5,-0.41104348239246796,21.039794971000706,17.0199069445389,12.0,0.0,0.0,0,0,0
2024-01-01 01:45:00,2.0,15.5,-0.3910502270312896,20.97486412786016,17.054637254778786,12.0,0.0,0.0,0,0,0
2024-01-01 02:00:00,2.0,15.5,-0.3148163119204733,20.91120957424903,17.08518869980237,11.0,0.0,0.0,0,0,0
2024-01-01 02:15:00,2.0,15.5,-0.29321908481423586,20.848701071012297,17.111330915580915,11.0,0.0,0.0,0,0,0
2024-01-01 02:30:00,2.0,15.5,-0.2763290500046142,20.787550268558686,17.1359836055178,11.0,0.0,0.0,0,0,0
2024-01-01 02:45:00,2.0,15.5,-0.26002073600699976,20.727713913619116,17.15919804582599,11.0,0.0,0.0,0,0,0
2024-01-01 03:00:00,2.0,15.5,-0.24427471924551425,20.669150187967876,17.181023800679718,11.0,0.0,0.0,0,0,0
2024-01-01 03:15:00,2.0,15.5,-0.22907222309418007,20.611818660649792,17.201508779237948,11.0,0.0,0.0,0,0,0
2024-01-01 03:30:00,2.0,15.5,-0.21439509633298542,20.555680241798097,17.220699290768906,11.0,0.0,0.0,0,0,0
2024-01-01 03:45:00,2.0,16.7,-0.22431983383718254,20.653037161675094,17.239274779000368,11.0,0.0,0.0,0,0,0
2024-01-01 04:00:00,2.0,15.5,-0.23047854932940073,20.69760544281566,17.259509046196044,11.0,0.0,0.0,0,0,0
2024-01-01 04:15:00,1.0,21.5,-0.3069461919907627,21.233258771056626,17.28146181851847,11.0,0.0,0.0,0,0,0
2024-01-01 04:30:00,2.0,17.5,-0.44610579340335466,21.99403632869303,17.31594606860472,11.0,0.0,0.0,0,0,0
2024-01-01 04:45:00,2.0,17.9,-0.4293869487783914,21.934974950772567,17.354092508862735,11.0,0.0,0.0,0,0,0
2024-01-01 05:00:00,1.0,20.7,-0.3504250572291119,21.860391896873082,17.387842968979207,10.0,0.0,0.0,0,0,0
2024-01-01 05:15:00,1.0,21.5,-0.3261946225921771,21.78717178313672,17.416951940280693,10.0,0.0,0.0,0,0,0
2024-01-01 05:30:00,2.0,18.7,-0.3067629827127463,21.71551943530741,17.44434720063688,10.0,0.0,0.0,0,0,0
