,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.12967245990206017,0.0,1.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.17282374237267348,0.0,2.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.17282374237267348,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.17203549288116193,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.24249707570600684,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.2608570757060068,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.19646464250728846,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.20725219735291428,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.6070521973529143,0.0,2.6666666666666665
2024-01-01 02:15:00,0.001,0.001,0.001,0.20725219735291428,0.3333333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.24391886401958096,2.6666666666666665,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.28996465174508196,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.1757,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.1757,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.1757,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.1757,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.19036666666666668,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.2857,4.333333333333333,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.18303333333333333,5.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.1757,5.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.1757,3.0,2.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.1757,0.0,1.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.1757,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.2783666666666667,0.0,3.3333333333333335
2024-01-01 06:00:00,0.001,0.001,0.001,0.20503333333333332,0.0,0.3333333333333333
2024-01-01 06:15:00,0.001,0.001,0.001,0.1757,0.0,0.6666666666666666
2024-01-01 06:30:00,0.001,0.001,0.001,0.1757,4.0,2.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.1757,0.0,0.0
