,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 08:15:00,0.001,0.001,0.0,0.17446666666666666,0.0,1.2
2024-01-01 08:30:00,0.001,0.001,0.0,0.6000666666666666,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.067,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.067,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.089,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.8108000000000001,0.0,1.4
2024-01-01 09:45:00,0.001,0.001,0.0,0.07933333333333333,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.054,1.7333333333333334,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.13888666666666666,1.8666666666666667,1.4
2024-01-01 10:30:00,0.001,0.001,0.0,0.7357666666666666,0.0,0.6
2024-01-01 10:45:00,0.001,0.001,0.0,0.2760333333333333,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,1.9985,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,2.0606999999999998,0.0,1.4
2024-01-01 11:30:00,0.001,0.001,0.0,0.1991589938981388,0.0,1.6
2024-01-01 11:45:00,0.001,0.001,0.0,0.2015237423726735,0.0,2.2
2024-01-01 12:00:00,0.001,0.001,0.0,0.2231237423726735,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.3551904090393402,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.0,0.32694724338965037,0.0,1.2
2024-01-01 12:45:00,0.001,0.001,0.0,0.20183333333333334,0.13333333333333333,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.3833,2.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.4419431656496898,1.2,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.9370481011373669,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.6280759397255877,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.47620927305892113,0.0,2.4
2024-01-01 14:15:00,0.001,0.001,0.0,0.24260927305892113,0.0,0.6
2024-01-01 14:30:00,0.001,0.001,0.0,0.27834260639225444,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.3310333333333333,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.4337,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.4509,0.0,1.8
2024-01-01 15:30:00,0.001,0.001,0.0,0.32336666666666664,0.0,0.8
2024-01-01 15:45:00,0.001,0.001,0.0,0.26546666666666663,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.07013333333333334,0.9333333333333333,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.11266666666666666,2.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,1.1942666666666668,0.4,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,1.4620666666666666,0.0,1.4
2024-01-01 17:00:00,0.001,0.001,0.0,0.3414,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.175,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.175,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.285,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.23299999999999998,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.17953333333333335,0.0,1.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.16693333333333332,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.175,0.0,1.8
2024-01-01 19:00:00,0.001,0.001,0.0,0.8040237423726736,0.26666666666666666,0.0
2024-01-01 19:15:00,0.001,0.001,0.0,2.9078904090393403,2.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.0,1.2337570757060068,1.0666666666666667,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.34078057672298373,0.0,2.2
2024-01-01 20:00:00,0.001,0.001,0.0,0.42669450525488756,0.0,0.0
2024-01-01 20:15:00,0.1592069572115326,0.001,0.0,0.34370519531896054,0.0,1.2
2024-01-01 20:30:00,0.7920347860576631,0.001,0.0,0.4550426063922544,0.0,1.4
2024-01-01 20:45:00,0.7920347860576631,0.001,0.0,0.30032260639225444,0.0,0.0
2024-01-01 21:00:00,0.7920347860576631,0.001,0.0,0.4700759397255878,0.0,0.0
2024-01-01 21:15:00,0.7920347860576631,0.001,0.0,0.39440927305892115,0.0,1.4
2024-01-01 21:30:00,0.7920347860576631,0.001,0.0,0.45404114149031166,0.0,0.0
2024-01-01 21:45:00,0.7920347860576631,0.001,0.0,0.9020481011373669,0.0,0.0
2024-01-01 22:00:00,0.7920347860576631,0.001,0.0,0.5373737801777593,0.0,1.2
2024-01-01 22:15:00,0.7920347860576631,0.001,0.0,0.4861661074092314,1.7333333333333334,0.0
2024-01-01 22:30:00,0.7920347860576631,0.001,0.0,0.6248092730589211,1.7333333333333334,0.0
2024-01-01 22:45:00,0.7920347860576631,0.001,0.0,0.7991426063922545,0.0,1.8
2024-01-01 23:00:00,0.7920347860576631,0.001,0.0,0.3586620204314774,0.0,0.0
2024-01-01 23:15:00,0.7920347860576631,0.001,0.0,0.4308570757060068,0.0,0.0
2024-01-01 23:30:00,0.4756208716345978,0.001,0.0,0.35492374237267355,0.0,1.2
2024-01-01 23:45:00,0.001,0.001,0.0,0.37403333333333333,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.39936666666666665,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.29456666666666664,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.22636666666666666,0.0,2.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.27036666666666664,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.18969999999999995,0.0,1.6
2024-01-02 01:15:00,0.001,0.001,0.0,0.30369999999999997,0.0,0.4
2024-01-02 01:30:00,0.001,0.001,0.0,0.22769999999999999,0.0,0.6
2024-01-02 01:45:00,0.001,0.001,0.0,0.08113999999999999,0.0,1.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.142,0.0,2.6
2024-01-02 02:15:00,0.001,0.001,0.0,0.08333333333333333,0.0,0.6
2024-01-02 02:30:00,0.001,0.001,0.0,0.054,0.0,0.6
2024-01-02 02:45:00,0.001,0.001,0.0,0.206,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.4831333333333333,0.0,1.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.142,0.0,0.2
2024-01-02 03:45:00,0.001,0.001,0.0,0.054,0.0,0.4
2024-01-02 04:00:00,0.001,0.001,0.0,0.07933333333333333,0.0,1.4
2024-01-02 04:15:00,0.001,0.001,0.0,0.18066666666666667,1.6,0.0
2024-01-02 04:30:00,0.001,0.001,0.0,0.054,2.0,0.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.13466666666666666,0.0,2.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.6237333333333334,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.4538,0.9333333333333333,1.8
2024-01-02 05:30:00,0.001,0.001,0.0,0.13,2.0,0.4
2024-01-02 05:45:00,0.001,0.001,0.0,0.13,0.6666666666666666,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.07600000000000001,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.14933333333333335,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.054,0.0,0.2
2024-01-02 07:00:00,0.001,0.001,0.0,0.18066666666666667,0.0,1.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.14,0.0,0.0
2024-01-02 07:30:00,0.001,0.001,0.0,0.2296,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.0,0.202,0.0,0.6
2024-01-02 08:00:00,0.001,0.001,0.0,0.1822,0.8,0.6
2024-01-02 08:15:00,0.001,0.001,0.0,0.2122666666666667,2.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.33046666666666663,0.6666666666666666,1.0
2024-01-02 08:45:00,0.001,0.001,0.0,0.18966666666666665,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.2776666666666667,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.0,0.175,0.0,1.8
2024-01-02 09:30:00,0.001,0.001,0.0,0.07013333333333334,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.0,0.092,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.0,0.7010666666666666,0.0,0.0
2024-01-02 10:15:00,0.001,0.001,0.0,0.12000000000000001,0.0,0.0
2024-01-02 10:30:00,0.7920347860576631,0.001,0.0,0.10533333333333333,0.0,0.0
2024-01-02 10:45:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 11:00:00,0.7920347860576631,0.001,0.0,0.054,1.6,3.0
2024-01-02 11:15:00,0.7920347860576631,0.001,0.0,0.6757333333333333,1.8666666666666667,0.2
2024-01-02 11:30:00,0.7920347860576631,0.001,0.0,0.12466666666666666,0.0,2.6
2024-01-02 11:45:00,0.7920347860576631,0.001,0.0,0.164,0.0,0.2
2024-01-02 12:00:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 12:15:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 12:30:00,0.7920347860576631,0.001,0.0,0.054,0.0,1.4
2024-01-02 12:45:00,0.7920347860576631,0.001,0.0,0.19333333333333333,0.0,1.6
2024-01-02 13:00:00,0.7920347860576631,0.001,0.0,0.12533333333333335,0.0,0.0
2024-01-02 13:15:00,0.7920347860576631,0.001,0.0,1.9517333333333333,0.0,1.8
2024-01-02 13:30:00,0.7920347860576631,0.001,0.0,2.0345333333333335,0.0,0.0
2024-01-02 13:45:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 14:00:00,0.7920347860576631,0.001,0.0,0.58628,0.26666666666666666,0.0
2024-01-02 14:15:00,0.7920347860576631,0.001,0.0,1.33232,2.0,0.0
2024-01-02 14:30:00,0.1064713048076884,0.001,0.0,2.3818,1.0666666666666667,0.0
2024-01-02 14:45:00,0.001,0.001,0.0,0.43666666666666665,0.0,1.8
2024-01-02 15:00:00,0.001,0.001,0.0,0.296,0.0,0.4
2024-01-02 15:15:00,0.001,0.001,0.0,0.23953333333333332,0.0,1.6
2024-01-02 15:30:00,0.001,0.001,0.0,2.464733333333333,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.0,0.3908,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.0,0.12000000000000001,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.0,0.054,0.0,1.4
2024-01-02 16:30:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.0,0.15533333333333335,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.0,0.20733333333333331,0.13333333333333333,1.6
2024-01-02 17:30:00,0.001,0.001,0.0,0.06866666666666667,2.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.0,0.054,1.2,0.0
2024-01-02 18:00:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-02 18:15:00,0.7920347860576631,0.001,0.0,0.1644,0.0,0.0
2024-01-02 18:30:00,0.7920347860576631,0.001,0.0,0.25,0.0,1.6
2024-01-02 18:45:00,0.7920347860576631,0.001,0.0,0.12733333333333335,0.0,0.0
2024-01-02 19:00:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 19:15:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 19:30:00,0.7920347860576631,0.001,0.0,0.054,0.0,0.0
2024-01-02 19:45:00,0.7920347860576631,0.001,0.0,0.12063549288116195,0.0,0.0
2024-01-02 20:00:00,0.7920347860576631,0.001,0.0,0.4344904090393402,0.0,0.0
2024-01-02 20:15:00,0.7920347860576631,0.001,0.0,0.22182374237267352,0.0,1.0
2024-01-02 20:30:00,0.7920347860576631,0.001,0.0,0.21665158096089449,0.6666666666666666,0.6
2024-01-02 20:45:00,0.7920347860576631,0.001,0.0,0.22223469226802997,2.0,0.0
2024-01-02 21:00:00,0.7920347860576631,0.001,0.0,0.18532102356740957,0.6666666666666666,0.0
2024-01-02 21:15:00,0.7920347860576631,0.001,0.0,0.24577593972558778,0.0,0.0
2024-01-02 21:30:00,0.7920347860576631,0.001,0.0,0.3877092730589211,0.0,1.0
2024-01-02 21:45:00,0.7920347860576631,0.001,0.0,0.3287759397255878,0.0,0.2
2024-01-02 22:00:00,0.1064713048076884,0.001,0.0,0.19944462131383922,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.0,0.7169215828248449,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.0,0.2724040777399606,0.0,0.4
2024-01-02 22:45:00,0.001,0.001,0.0,0.5098237423726735,0.0,0.8
2024-01-02 23:00:00,0.001,0.001,0.0,0.3772605555295344,0.0,1.4
2024-01-02 23:15:00,0.001,0.001,0.0,0.33937593972558777,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.0,0.32324260639225444,0.0,1.8
2024-01-02 23:45:00,0.001,0.001,0.0,0.19199536300260409,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.0,0.11488553068624764,0.0,0.8
2024-01-03 00:15:00,0.001,0.001,0.0,0.40621886401958096,0.0,1.2
2024-01-03 00:30:00,0.001,0.001,0.0,0.1855173991176381,0.0,0.0
2024-01-03 00:45:00,0.001,0.001,0.0,0.175,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.0,0.175,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.0,0.175,0.0,1.0
2024-01-03 01:30:00,0.001,0.001,0.0,0.16806666666666667,0.0,1.2
2024-01-03 01:45:00,0.001,0.001,0.0,0.21733333333333332,0.0,1.0
2024-01-03 02:00:00,0.001,0.001,0.0,0.054,0.0,0.2
2024-01-03 02:15:00,0.001,0.001,0.0,0.4538,0.0,2.2
2024-01-03 02:30:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.0,0.07600000000000001,0.0,1.2
2024-01-03 03:00:00,0.001,0.001,0.0,0.22533333333333333,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.0,0.13,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.0,0.054,0.0,1.6
2024-01-03 04:15:00,0.001,0.001,0.0,0.6603999999999999,1.7333333333333334,0.0
2024-01-03 04:30:00,0.001,0.001,0.0,0.22466666666666668,2.0,1.2
2024-01-03 04:45:00,0.001,0.001,0.0,0.4791333333333333,2.0,1.0
2024-01-03 05:00:00,0.001,0.001,0.0,0.054,2.0,0.4
2024-01-03 05:15:00,0.001,0.001,0.0,0.054,0.4,1.4
2024-01-03 05:30:00,0.001,0.001,0.0,0.6017333333333333,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.0,0.15666666666666668,0.0,0.8
2024-01-03 06:00:00,0.001,0.001,0.0,0.7390666666666666,0.0,2.0
2024-01-03 06:15:00,0.001,0.001,0.0,0.054,0.0,0.2
2024-01-03 06:30:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-03 06:45:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.0,0.12000000000000001,0.9333333333333333,0.0
2024-01-03 07:15:00,0.001,0.001,0.0,0.14333333333333334,2.0,1.6
2024-01-03 07:30:00,0.001,0.001,0.0,0.168,0.6666666666666666,1.4
2024-01-03 07:45:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-03 08:00:00,0.001,0.001,0.0,0.05486666666666666,0.0,0.0
2024-01-03 08:15:00,0.001,0.001,0.0,0.1471333333333333,0.0,1.2
2024-01-03 08:30:00,0.4756208716345978,0.001,0.0,0.268,0.0,0.0
2024-01-03 08:45:00,0.7920347860576631,0.001,0.0,0.24666666666666665,0.0,0.0
2024-01-03 09:00:00,0.7920347860576631,0.001,0.0,0.19706666666666667,0.0,0.0
2024-01-03 09:15:00,0.7920347860576631,0.001,0.0,0.0592,0.0,0.0
2024-01-03 09:30:00,0.7920347860576631,0.001,0.0,0.054,1.7333333333333334,2.2
2024-01-03 09:45:00,0.7920347860576631,0.001,0.0,0.11266666666666666,1.8666666666666667,0.4
2024-01-03 10:00:00,0.7920347860576631,0.001,0.0,0.11266666666666666,0.0,0.0
2024-01-03 10:15:00,0.7920347860576631,0.001,0.0,0.19333333333333333,0.0,0.0
2024-01-03 10:30:00,0.7920347860576631,0.001,0.0,0.06666666666666667,0.0,1.0
2024-01-03 10:45:00,0.7920347860576631,0.001,0.0,0.054,0.0,1.6
2024-01-03 11:00:00,0.7920347860576631,0.001,0.0,1.0248666666666668,0.0,0.0
2024-01-03 11:15:00,0.7920347860576631,0.001,0.0,1.6164,0.0,0.0
2024-01-03 11:30:00,0.7920347860576631,0.001,0.0,0.07433333333333333,0.0,0.0
2024-01-03 11:45:00,0.7920347860576631,0.001,0.0,0.2237294969490694,0.0,0.0
2024-01-03 12:00:00,0.3701495668269094,0.001,0.0,0.7889570757060068,1.6,0.0
2024-01-03 12:15:00,0.001,0.001,0.0,2.6110904090393405,2.0,0.0
2024-01-03 12:30:00,0.001,0.001,0.0,0.45002374237267356,0.0,1.2
2024-01-03 12:45:00,0.001,0.001,0.0,0.2254904090393402,0.0,0.0
2024-01-03 13:00:00,0.001,0.001,0.0,0.25259388886286777,0.0,0.0
2024-01-03 13:15:00,0.001,0.001,0.0,0.3216737801777592,0.0,0.0
2024-01-03 13:30:00,0.001,0.001,0.0,0.32866927305892113,0.0,0.0
2024-01-03 13:45:00,0.001,0.001,0.0,0.3540759397255878,0.0,0.0
2024-01-03 14:00:00,0.001,0.001,0.0,0.4567426063922545,0.0,2.4
2024-01-03 14:15:00,0.001,0.001,0.0,0.6331724599020602,0.0,0.8
2024-01-03 14:30:00,0.001,0.001,0.0,0.6903904090393401,1.0666666666666667,2.8
2024-01-03 14:45:00,0.001,0.001,0.0,0.26693141514120133,2.0,0.0
2024-01-03 15:00:00,0.001,0.001,0.0,0.20183333333333334,0.4,1.0
2024-01-03 15:15:00,0.001,0.001,0.0,0.2467,0.0,1.6
2024-01-03 15:30:00,0.001,0.001,0.0,0.2760333333333333,0.0,1.0
2024-01-03 15:45:00,0.001,0.001,0.0,1.5601314151412011,0.0,1.0
2024-01-03 16:00:00,0.001,0.001,0.0,2.11279040903934,0.0,0.0
2024-01-03 16:15:00,0.001,0.001,0.0,0.2015237423726735,0.0,0.0
2024-01-03 16:30:00,0.001,0.001,0.0,0.26605707570600684,0.0,1.2
2024-01-03 16:45:00,0.001,0.001,0.0,0.41785707570600683,0.0,1.6
2024-01-03 17:00:00,0.001,0.001,0.0,0.8775904090393403,1.2,0.0
2024-01-03 17:15:00,0.001,0.001,0.0,0.33519040903934016,2.0,0.0
2024-01-03 17:30:00,0.001,0.001,0.0,0.43213932926542586,0.4,0.0
2024-01-03 17:45:00,0.001,0.001,0.0,0.2814313184117486,0.0,0.0
2024-01-03 18:00:00,0.001,0.001,0.0,0.46355886401958096,0.0,0.0
2024-01-03 18:15:00,0.001,0.001,0.0,0.5478226063922544,0.0,0.0
2024-01-03 18:30:00,0.001,0.001,0.0,0.44507593972558784,0.0,0.0
2024-01-03 18:45:00,0.001,0.001,0.0,0.4841426063922544,0.0,1.0
2024-01-03 19:00:00,0.001,0.001,0.0,0.9850640353530621,0.0,0.0
2024-01-03 19:15:00,0.001,0.001,0.0,0.4454882494915115,0.0,0.0
2024-01-03 19:30:00,0.001,0.001,0.0,0.5429472433896503,0.9333333333333333,1.2
2024-01-03 19:45:00,0.001,0.001,0.0,0.5089953537648106,2.0,0.0
2024-01-03 20:00:00,0.001,0.001,0.0,0.4730759397255878,0.6666666666666666,0.0
2024-01-03 20:15:00,0.001,0.001,0.0,0.43580927305892114,0.0,0.0
2024-01-03 20:30:00,0.001,0.001,0.0,0.7508759397255879,0.0,0.0
2024-01-03 20:45:00,0.001,0.001,0.0,2.3415426063922546,0.0,1.6
2024-01-03 21:00:00,0.001,0.001,0.0,0.437080730587021,0.0,3.0
2024-01-03 21:15:00,0.001,0.001,0.0,0.46490579323539355,0.0,3.0
2024-01-03 21:30:00,0.001,0.001,0.0,0.4750759397255878,0.0,3.0
2024-01-03 21:45:00,0.001,0.001,0.0,0.6270759397255877,0.0,3.0
2024-01-03 22:00:00,0.001,0.001,0.0,0.4750759397255878,0.0,3.0
2024-01-03 22:15:00,0.001,0.001,0.0,0.9555426063922545,0.0,3.0
2024-01-03 22:30:00,0.001,0.001,0.0,0.4714092730589211,0.0,3.0
2024-01-03 22:45:00,0.001,0.001,0.0,0.4463217274510888,0.0,3.0
2024-01-03 23:00:00,0.001,0.001,0.0,0.4288709950001173,0.0,3.0
2024-01-03 23:15:00,0.001,0.001,0.0,0.6017426063922545,0.0,3.0
2024-01-03 23:30:00,0.001,0.001,0.0,0.4427959397255878,0.0,0.8
2024-01-03 23:45:00,0.001,0.001,0.0,0.4347092730589211,0.0,0.0
2024-01-04 00:00:00,0.001,0.001,0.0,0.2425759397255878,0.0,0.0
2024-01-04 00:15:00,0.001,0.001,0.0,0.2183759397255878,0.0,0.0
2024-01-04 00:30:00,0.001,0.001,0.0,0.2943759397255878,0.0,0.6
2024-01-04 00:45:00,0.001,0.001,0.0,0.25651774644058095,0.0,0.4
2024-01-04 01:00:00,0.001,0.001,0.0,0.15960000000000002,0.0,0.0
2024-01-04 01:15:00,0.001,0.001,0.0,0.098,0.0,0.6
2024-01-04 01:30:00,0.001,0.001,0.0,0.054,0.0,0.4
2024-01-04 01:45:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.0,0.18066666666666667,0.0,0.6
2024-01-04 02:15:00,0.001,0.001,0.0,0.6270666666666667,0.0,1.2
2024-01-04 02:30:00,0.001,0.001,0.0,0.15666666666666668,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-04 03:15:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-04 03:30:00,0.001,0.001,0.0,0.206,0.0,0.0
2024-01-04 03:45:00,0.001,0.001,0.0,0.12000000000000001,0.4,0.0
2024-01-04 04:00:00,0.001,0.001,0.0,0.10533333333333333,0.4,0.6
2024-01-04 04:15:00,0.001,0.001,0.0,0.054,0.26666666666666666,0.6
2024-01-04 04:30:00,0.001,0.001,0.0,0.054,2.0,0.0
2024-01-04 04:45:00,0.001,0.001,0.0,0.092,2.0,1.0
2024-01-04 05:00:00,0.001,0.001,0.0,0.1753333333333333,2.0,0.0
2024-01-04 05:15:00,0.001,0.001,0.0,0.6970666666666666,2.0,1.4
2024-01-04 05:30:00,0.001,0.001,0.0,0.054,2.0,1.6
2024-01-04 05:45:00,0.001,0.001,0.0,0.054,0.26666666666666666,0.0
2024-01-04 06:00:00,0.001,0.001,0.0,0.054,0.0,0.0
2024-01-04 06:15:00,0.001,0.001,0.0,0.14266666666666666,0.0,0.0
2024-01-04 06:30:00,0.001,0.001,0.0,0.17600000000000002,0.0,0.0
2024-01-04 06:45:00,0.001,0.001,0.0,0.11266666666666666,0.0,1.8
2024-01-04 07:00:00,0.001,0.001,0.0,0.05794124745755783,1.2,1.4
2024-01-04 07:15:00,0.001,0.001,0.0,0.07362374237267351,2.0,0.0
2024-01-04 07:30:00,0.001,0.001,0.0,0.0788237423726735,0.8,0.0
2024-01-04 07:45:00,0.001,0.001,0.0,0.21815707570600681,0.0,0.0
2024-01-04 08:00:00,0.001,0.001,0.0,0.2630837423726735,0.0,0.0
2024-01-04 08:15:00,0.001,0.001,0.0,0.24986407773996058,0.0,0.0
2024-01-04 08:30:00,0.001,0.001,0.0,0.25594,0.0,0.0
2024-01-04 08:45:00,0.1592069572115326,0.001,0.0,0.18969999999999995,0.0,2.2
2024-01-04 09:00:00,0.7920347860576631,0.001,0.0,0.1966333333333333,1.3333333333333333,1.2
2024-01-04 09:15:00,0.7920347860576631,0.001,0.0,0.40603333333333336,2.0,0.6
2024-01-04 09:30:00,0.7920347860576631,0.001,0.0,0.2687,0.5333333333333333,0.0
2024-01-04 09:45:00,0.7920347860576631,0.001,0.0,0.2027,0.0,1.2
2024-01-04 10:00:00,0.7920347860576631,0.001,0.0,0.19056666666666666,0.0,0.0
2024-01-04 10:15:00,0.7920347860576631,0.001,0.0,2.1088999999999998,0.0,0.0
2024-01-04 10:30:00,0.7920347860576631,0.001,0.0,1.1999666666666664,0.0,0.0
