,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.0,0.367,0.0
2024-01-01 00:15:00,0.0,0.07833333333333334,0.0
2024-01-01 00:30:00,0.0,0.053,0.0
2024-01-01 00:45:00,0.0,0.053,0.0
2024-01-01 01:00:00,0.0,0.11499999999999999,0.0
2024-01-01 01:15:00,0.0,0.33699999999999997,0.0
2024-01-01 01:30:00,0.0,0.243,1.0
2024-01-01 01:45:00,0.0,0.053,0.0
2024-01-01 02:00:00,0.0,0.053,0.0
2024-01-01 02:15:00,0.0,0.09433333333333334,0.0
2024-01-01 02:30:00,0.0,0.208,0.0
2024-01-01 02:45:00,0.0,0.228,0.0
2024-01-01 03:00:00,0.0,0.21766666666666667,0.0
2024-01-01 03:15:00,0.0,0.053,0.0
2024-01-01 03:30:00,0.0,0.07366666666666667,0.0
2024-01-01 03:45:00,0.0,0.208,0.0
2024-01-01 04:00:00,0.0,0.084,0.0
2024-01-01 04:15:00,0.0,0.243,0.0
2024-01-01 04:30:00,0.0,0.19233333333333333,0.1
2024-01-01 04:45:00,0.0,0.053,1.2
2024-01-01 05:00:00,0.0,0.208,0.0
2024-01-01 05:15:00,0.0,0.10466666666666666,0.0
2024-01-01 05:30:00,0.0,0.08306283028240274,0.0
2024-01-01 05:45:00,0.0,0.2548237423726735,1.2
2024-01-01 06:00:00,0.0,0.1788237423726735,1.3
2024-01-01 06:15:00,0.0,0.19915707570600685,0.0
2024-01-01 06:30:00,0.0,0.13715707570600685,0.0
2024-01-01 06:45:00,0.0,0.059305995932092535,0.0
2024-01-01 07:00:00,0.0,0.10366666666666666,0.0
2024-01-01 07:15:00,0.0,0.243,0.5
2024-01-01 07:30:00,0.0,0.25533333333333336,1.3
2024-01-01 07:45:00,0.0,0.146,0.4
2024-01-01 08:00:00,0.0,0.053,1.5
2024-01-01 08:15:00,0.0,0.053,0.0
2024-01-01 08:30:00,0.0,0.129,0.0
2024-01-01 08:45:00,0.0,0.336,0.0
2024-01-01 09:00:00,0.0,0.23,0.0
2024-01-01 09:15:00,0.0,0.053,0.0
2024-01-01 09:30:00,0.0,0.053,0.0
2024-01-01 09:45:00,0.0,0.053,0.0
2024-01-01 10:00:00,0.0,0.22666666666666668,0.0
2024-01-01 10:15:00,0.0,0.37733333333333335,0.0
2024-01-01 10:30:00,0.0,0.091,1.0
2024-01-01 10:45:00,0.0,0.053,0.0
2024-01-01 11:00:00,0.0,0.053,0.0
2024-01-01 11:15:00,0.0,0.10466666666666666,1.0
2024-01-01 11:30:00,0.0,0.3346666666666667,0.0
2024-01-01 11:45:00,0.0,0.3534,1.1
2024-01-01 12:00:00,0.0,0.08459798507841525,1.1
2024-01-01 12:15:00,0.0,0.08455219735291429,0.0
2024-01-01 12:30:00,0.0,0.1155521973529143,0.0
2024-01-01 12:45:00,0.0,0.3524855306862476,0.0
2024-01-01 13:00:00,1.3503333333333332,0.39750519531896056,0.0
2024-01-01 13:15:00,1.6502666666666668,0.48415707570600686,0.0
2024-01-01 13:30:00,1.5003333333333333,0.7066237423726736,0.0
2024-01-01 13:45:00,0.1509333333333333,0.2687570757060068,1.5
2024-01-01 14:00:00,6.666666666666667e-05,0.3408237423726735,0.3
2024-01-01 14:15:00,0.0,0.1240510797739143,0.7
2024-01-01 14:30:00,0.0,0.23033333333333333,1.5
2024-01-01 14:45:00,0.0,0.205,1.2
2024-01-01 15:00:00,0.0,0.053,0.0
2024-01-01 15:15:00,0.0,0.279,0.0
2024-01-01 15:30:00,0.0,0.23700000000000002,0.0
2024-01-01 15:45:00,0.0,0.23351774644058096,0.0
2024-01-01 16:00:00,0.0,0.4978237423726735,0.0
2024-01-01 16:15:00,0.0,0.4344904090393402,0.5
2024-01-01 16:30:00,0.0,0.4074237423726735,1.0
2024-01-01 16:45:00,0.0,0.31729040903934014,1.2
2024-01-01 17:00:00,0.0,0.8328237423726735,1.3
2024-01-01 17:15:00,0.0,0.21851774644058095,0.0
2024-01-01 17:30:00,0.0,0.3892,0.0
2024-01-01 17:45:00,0.0,0.5006666666666667,0.2
2024-01-01 18:00:00,0.0,0.35866666666666663,1.5
2024-01-01 18:15:00,0.0,0.21433333333333332,1.5
2024-01-01 18:30:00,0.0,0.31126666666666664,1.5
2024-01-01 18:45:00,0.0,0.4642,0.4
2024-01-01 19:00:00,0.0,0.5730000000000001,0.0
2024-01-01 19:15:00,0.0,0.503036813156861,0.0
2024-01-01 19:30:00,0.0,0.22761886401958098,0.0
2024-01-01 19:45:00,0.0,0.30801886401958095,0.3
2024-01-01 20:00:00,0.0,0.28621886401958097,1.3
2024-01-01 20:15:00,0.0,0.47721886401958097,0.0
2024-01-01 20:30:00,0.0,0.7674119043725257,0.1
2024-01-01 20:45:00,0.0,0.2892,1.0
2024-01-01 21:00:00,0.0,0.18267074440662726,0.0
2024-01-01 21:15:00,0.0,1.3906724599020601,0.5
2024-01-01 21:30:00,0.0,1.684709273058921,1.5
2024-01-01 21:45:00,0.0,0.9789759397255877,1.3
2024-01-01 22:00:00,0.0,0.659132774075898,1.2
2024-01-01 22:15:00,0.0,0.48019152661834014,0.0
2024-01-01 22:30:00,0.0,0.3372724599020602,0.0
2024-01-01 22:45:00,0.0,0.11802374237267352,0.4
2024-01-01 23:00:00,0.0,0.21982374237267352,0.6
2024-01-01 23:15:00,0.0,0.7739256605648055,0.0
2024-01-01 23:30:00,0.0,0.954,0.6
2024-01-01 23:45:00,0.0,0.296,1.5
2024-01-02 00:00:00,0.0,0.296,1.5
2024-01-02 00:15:00,0.0,0.451,1.5
2024-01-02 00:30:00,0.0,0.2428,1.4
2024-01-02 00:45:00,0.0,0.3396666666666667,0.0
2024-01-02 01:00:00,0.0,0.33153333333333335,0.4
2024-01-02 01:15:00,0.0,0.053,1.5
2024-01-02 01:30:00,0.0,0.18733333333333332,0.6
2024-01-02 01:45:00,0.0,0.12533333333333332,0.8
2024-01-02 02:00:00,0.0,0.05733333333333333,1.3
2024-01-02 02:15:00,0.0,0.256,0.0
2024-01-02 02:30:00,0.0,0.7384000000000001,1.2
2024-01-02 02:45:00,0.0,0.17966666666666667,0.0
2024-01-02 03:00:00,0.0,0.14773333333333333,0.0
2024-01-02 03:15:00,0.0,0.5860666666666667,0.0
2024-01-02 03:30:00,0.0,0.07833333333333334,0.0
2024-01-02 03:45:00,0.0,0.243,1.4
2024-01-02 04:00:00,0.0,0.26,0.0
2024-01-02 04:15:00,0.0,0.16666666666666666,0.0
2024-01-02 04:30:00,0.0,0.053,0.0
2024-01-02 04:45:00,0.0,0.053,0.0
2024-01-02 05:00:00,0.0,0.10366666666666666,0.0
2024-01-02 05:15:00,0.0,0.31533333333333335,0.0
2024-01-02 05:30:00,0.0,0.27599999999999997,0.0
2024-01-02 05:45:00,0.0,0.053,0.0
2024-01-02 06:00:00,0.0,0.053,0.0
2024-01-02 06:15:00,0.0,0.053,0.9
2024-01-02 06:30:00,0.0,0.18066666666666667,0.4
2024-01-02 06:45:00,0.0,0.398,0.0
2024-01-02 07:00:00,0.0,0.11633333333333333,0.0
2024-01-02 07:15:00,0.0,0.053,0.0
2024-01-02 07:30:00,0.0,0.053,0.0
2024-01-02 07:45:00,0.0,0.084,0.2
2024-01-02 08:00:00,0.0,0.30933333333333335,0.9
2024-01-02 08:15:00,0.0,0.26366666666666666,0.0
2024-01-02 08:30:00,0.0,0.091,0.0
2024-01-02 08:45:00,0.0,0.07980000000000001,0.0
2024-01-02 09:00:00,0.0,0.19733333333333333,0.5
2024-01-02 09:15:00,0.0,0.342,1.2
2024-01-02 09:30:00,0.0,0.35500000000000004,0.7
2024-01-02 09:45:00,0.0,0.37526666666666664,1.0
2024-01-02 10:00:00,0.0,0.09793333333333333,0.0
2024-01-02 10:15:00,0.0,0.45280000000000004,0.0
2024-01-02 10:30:00,0.0,0.27086666666666664,0.4
