,DishWasher,BaseLoad,P_EV
2024-01-01 00:00:00,0.0,0.046,0.0
2024-01-01 00:15:00,0.0,0.046,0.0
2024-01-01 00:30:00,0.0,0.046,0.0
2024-01-01 00:45:00,0.0,0.046,0.0
2024-01-01 01:00:00,0.0,0.13399999999999998,0.0
2024-01-01 01:15:00,0.0,0.11933333333333333,0.0
2024-01-01 01:30:00,0.0,0.046,0.0
2024-01-01 01:45:00,0.0,0.046,0.0
2024-01-01 02:00:00,0.0,0.046,0.0
2024-01-01 02:15:00,0.0,0.046,0.0
2024-01-01 02:30:00,0.0,0.09000000000000001,0.0
2024-01-01 02:45:00,0.0,0.156,0.0
2024-01-01 03:00:00,0.0,0.05333333333333334,0.0
2024-01-01 03:15:00,0.0,0.046,8.0
2024-01-01 03:30:00,0.0,0.046,2.0
2024-01-01 03:45:00,0.0,0.046,0.0
2024-01-01 04:00:00,0.0,0.046,0.0
2024-01-01 04:15:00,0.0,0.156,0.0
2024-01-01 04:30:00,0.0,0.09733333333333333,0.0
2024-01-01 04:45:00,0.0,0.046,0.0
2024-01-01 05:00:00,0.0,0.046,0.0
2024-01-01 05:15:00,0.0,0.046,0.0
2024-01-01 05:30:00,0.0,0.046,0.0
2024-01-01 05:45:00,0.0,0.112,0.0
2024-01-01 06:00:00,0.0,0.14133333333333334,0.0
2024-01-01 06:15:00,0.0,0.046,0.0
2024-01-01 06:30:00,0.0,0.046,0.0
2024-01-01 06:45:00,0.0,0.046,13.0
2024-01-01 07:00:00,0.0,0.046,0.0
2024-01-01 07:15:00,0.0,0.46779999999999994,0.0
2024-01-01 07:30:00,0.0,0.156,0.0
2024-01-01 07:45:00,0.0,0.07533333333333332,0.0
2024-01-01 08:00:00,0.0,0.5916745807908911,0.0
2024-01-01 08:15:00,0.0,0.07082374237267351,0.0
2024-01-01 08:30:00,0.0,0.07082374237267351,0.0
2024-01-01 08:45:00,0.0,0.5593570757060069,0.0
2024-01-01 09:00:00,0.0,0.27982374237267355,0.0
2024-01-01 09:15:00,0.0,0.2596393292654259,0.0
2024-01-01 09:30:00,0.0,0.18,0.0
2024-01-01 09:45:00,0.0,0.17826666666666666,0.0
2024-01-01 10:00:00,0.0,0.12666666666666668,0.0
2024-01-01 10:15:00,0.0,0.046,0.0
2024-01-01 10:30:00,0.0,0.09000000000000001,0.0
2024-01-01 10:45:00,0.0,0.156,0.0
2024-01-01 11:00:00,0.0,0.05333333333333334,0.0
2024-01-01 11:15:00,0.0,0.046,0.0
2024-01-01 11:30:00,0.0,0.046,0.0
2024-01-01 11:45:00,0.0,0.046,0.0
2024-01-01 12:00:00,0.0,0.046,0.0
2024-01-01 12:15:00,0.0,0.156,0.0
2024-01-01 12:30:00,0.0,0.105215828248449,0.0
2024-01-01 12:45:00,0.0,0.0578237423726735,0.0
2024-01-01 13:00:00,0.0,0.0578237423726735,0.0
2024-01-01 13:15:00,0.0,0.0578237423726735,0.0
2024-01-01 13:30:00,0.0,0.0578237423726735,0.0
2024-01-01 13:45:00,0.0,0.12303549288116193,0.0
2024-01-01 14:00:00,0.0,0.14133333333333334,0.0
2024-01-01 14:15:00,0.0,0.046,0.0
2024-01-01 14:30:00,0.0,0.046,0.0
2024-01-01 14:45:00,0.0,0.046,2.0
2024-01-01 15:00:00,0.0,0.046,6.0
2024-01-01 15:15:00,0.0,0.068,0.0
2024-01-01 15:30:00,0.0,0.156,0.0
2024-01-01 15:45:00,0.0,0.07533333333333332,0.0
2024-01-01 16:00:00,0.0,0.046,0.0
2024-01-01 16:15:00,0.0,0.046,0.0
2024-01-01 16:30:00,0.0,0.046,0.0
2024-01-01 16:45:00,0.0,0.046,0.0
2024-01-01 17:00:00,0.0,0.13399999999999998,0.0
2024-01-01 17:15:00,0.0,0.11933333333333333,0.0
2024-01-01 17:30:00,0.0,0.046,0.0
2024-01-01 17:45:00,0.0,0.046,0.0
2024-01-01 18:00:00,0.0,0.046,0.0
2024-01-01 18:15:00,0.0,0.046,0.0
2024-01-01 18:30:00,0.0,0.09000000000000001,0.0
2024-01-01 18:45:00,0.0,0.156,0.0
2024-01-01 19:00:00,0.0,0.05333333333333334,0.0
2024-01-01 19:15:00,0.0,0.046,0.0
2024-01-01 19:30:00,0.0,0.046,0.0
2024-01-01 19:45:00,0.0,0.046,0.0
2024-01-01 20:00:00,0.0,0.046,0.0
2024-01-01 20:15:00,0.0,0.156,0.0
2024-01-01 20:30:00,0.0,0.09733333333333333,0.0
2024-01-01 20:45:00,0.0,0.09440000000000001,0.0
2024-01-01 21:00:00,0.0,0.17803549288116194,0.0
2024-01-01 21:15:00,0.0,0.20196202043147735,0.0
2024-01-01 21:30:00,0.0,0.21037593972558782,0.0
2024-01-01 21:45:00,0.0,0.2763759397255878,0.0
2024-01-01 22:00:00,0.0,0.31132965081310665,0.0
