,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.2210759397255878,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.2210759397255878,0.0,0.0,1.6666666666666667
2024-01-01 00:30:00,0.001,0.0,0.001,0.29990110834120653,0.0,0.0,2.6666666666666665
2024-01-01 00:45:00,0.001,0.0,0.001,0.9224999999999999,0.0,0.0,1.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.24436666666666668,0.0,0.0,1.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.1777,0.0,0.0,0.6666666666666666
2024-01-01 01:30:00,0.001,0.0,0.001,0.1777,0.0,0.0,1.6666666666666667
2024-01-01 01:45:00,0.001,0.0,0.001,0.1777,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.3537,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.4973666666666667,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.18803333333333333,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.1777,0.0,0.0,2.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.1777,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.1777,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.4353666666666667,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.4260333333333334,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.1777,0.0,0.26666666666666666,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.1777,0.0,2.1333333333333333,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.10532666666666667,0.0,4.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.06733333333333333,0.0,4.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.356,0.0,3.7333333333333334,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.20866666666666667,0.0,0.8,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.042,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.042,0.0,0.0,2.6666666666666665
2024-01-01 06:00:00,0.001,0.0,0.001,0.042,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.19866666666666666,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.508,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.24800000000000003,0.0,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.163,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.14313333333333336,0.0,0.0,0.0
