,TumbleDryer,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.4630855306862476,0.0
2024-01-01 00:15:00,0.001,0.001,0.21010347982352762,0.0
2024-01-01 00:30:00,0.001,0.001,0.44493333333333335,0.0
2024-01-01 00:45:00,0.001,0.001,0.24546666666666667,0.0
2024-01-01 01:00:00,0.001,0.001,0.2773333333333333,0.0
2024-01-01 01:15:00,0.001,0.001,0.366,2.0
2024-01-01 01:30:00,0.001,0.001,0.214,0.0
2024-01-01 01:45:00,0.001,0.001,0.1964,0.0
2024-01-01 02:00:00,0.001,0.001,0.16866666666666666,0.0
2024-01-01 02:15:00,0.001,0.001,0.11833333333333333,0.0
2024-01-01 02:30:00,0.001,0.001,0.245,0.0
2024-01-01 02:45:00,0.001,0.001,0.131,0.0
2024-01-01 03:00:00,0.001,0.001,0.055,0.0
2024-01-01 03:15:00,0.001,0.001,0.21,0.0
2024-01-01 03:30:00,0.001,0.001,0.132,0.0
2024-01-01 03:45:00,0.001,0.001,0.245,0.0
2024-01-01 04:00:00,0.001,0.001,0.169,0.0
2024-01-01 04:15:00,0.001,0.001,0.055,0.0
2024-01-01 04:30:00,0.001,0.001,0.11699999999999999,0.0
2024-01-01 04:45:00,0.001,0.001,0.1996666666666667,0.0
2024-01-01 05:00:00,0.001,0.001,0.23233333333333334,0.0
2024-01-01 05:15:00,0.001,0.001,0.207,0.0
2024-01-01 05:30:00,0.001,0.001,0.055,0.0
2024-01-01 05:45:00,0.001,0.001,0.055,0.0
2024-01-01 06:00:00,0.001,0.001,0.179,0.0
2024-01-01 06:15:00,0.001,0.001,0.277,0.0
2024-01-01 06:30:00,0.001,0.001,0.245,0.0
2024-01-01 06:45:00,0.001,0.001,0.055,0.0
2024-01-01 07:00:00,0.001,0.001,0.055,2.0
2024-01-01 07:15:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 07:30:00,0.001,0.001,0.31133333333333335,0.0
2024-01-01 07:45:00,0.001,0.001,0.26566666666666666,0.0
2024-01-01 08:00:00,0.001,0.001,0.093,0.0
2024-01-01 08:15:00,0.001,0.001,0.055,0.0
2024-01-01 08:30:00,0.001,0.001,0.055,0.0
2024-01-01 08:45:00,0.001,0.001,0.21133333333333332,0.0
2024-01-01 09:00:00,0.001,0.001,0.35866666666666663,0.0
2024-01-01 09:15:00,0.001,0.001,0.131,0.0
2024-01-01 09:30:00,0.001,0.001,0.055,0.0
2024-01-01 09:45:00,0.001,0.001,0.055,0.0
2024-01-01 10:00:00,0.001,0.001,0.08033333333333334,0.0
2024-01-01 10:15:00,0.001,0.001,0.4,0.0
2024-01-01 10:30:00,0.001,0.001,0.22066666666666668,0.0
2024-01-01 10:45:00,0.001,0.001,0.055,0.0
2024-01-01 11:00:00,0.001,0.001,0.055,0.0
2024-01-01 11:15:00,0.001,0.001,0.055,0.0
2024-01-01 11:30:00,0.001,0.001,0.29433333333333334,0.0
2024-01-01 11:45:00,0.001,0.001,0.3516666666666667,0.0
2024-01-01 12:00:00,0.001,0.001,0.055,0.0
2024-01-01 12:15:00,0.001,0.001,0.055,0.0
2024-01-01 12:30:00,0.001,0.001,0.055,0.0
2024-01-01 12:45:00,0.001,0.001,0.19433333333333333,0.0
2024-01-01 13:00:00,0.001,0.001,0.369,0.0
2024-01-01 13:15:00,0.001,0.001,0.13766666666666666,0.0
2024-01-01 13:30:00,0.001,0.001,0.055,0.6666666666666666
2024-01-01 13:45:00,0.001,0.001,0.055,1.3333333333333333
2024-01-01 14:00:00,0.001,0.001,0.15633333333333332,0.0
2024-01-01 14:15:00,0.001,0.001,0.27599999999999997,0.0
2024-01-01 14:30:00,0.001,0.001,0.24799999999999997,0.0
2024-01-01 14:45:00,0.001,0.001,0.07566666666666667,0.0
2024-01-01 15:00:00,0.001,0.001,0.055,0.0
2024-01-01 15:15:00,0.001,0.001,0.11833333333333333,0.0
2024-01-01 15:30:00,0.001,0.001,0.245,0.0
2024-01-01 15:45:00,0.001,0.001,0.224,0.0
2024-01-01 16:00:00,0.001,0.001,0.16866666666666666,0.0
2024-01-01 16:15:00,0.001,0.001,0.055,0.0
2024-01-01 16:30:00,0.001,0.001,0.08033333333333334,0.0
2024-01-01 16:45:00,0.001,0.001,0.245,0.0
2024-01-01 17:00:00,0.001,0.001,0.169,0.0
2024-01-01 17:15:00,0.001,0.001,0.21,0.0
2024-01-01 17:30:00,0.001,0.001,0.10666666666666666,0.0
2024-01-01 17:45:00,0.001,0.001,0.055,0.0
2024-01-01 18:00:00,0.001,0.001,0.23233333333333334,0.0
2024-01-01 18:15:00,0.001,0.001,0.207,0.0
2024-01-01 18:30:00,0.001,0.001,0.11699999999999999,0.0
2024-01-01 18:45:00,0.001,0.001,0.1996666666666667,0.0
2024-01-01 19:00:00,0.001,0.001,0.055,0.0
2024-01-01 19:15:00,0.001,0.001,0.19433333333333333,0.0
2024-01-01 19:30:00,0.001,0.001,0.245,0.0
2024-01-01 19:45:00,0.001,0.001,0.055,0.0
2024-01-01 20:00:00,0.001,0.001,0.179,0.0
2024-01-01 20:15:00,0.001,0.001,0.13766666666666666,2.0
2024-01-01 20:30:00,0.001,0.001,0.15633333333333332,0.0
2024-01-01 20:45:00,0.001,0.001,0.245,0.0
2024-01-01 21:00:00,0.001,0.001,0.093,0.0
2024-01-01 21:15:00,0.001,0.001,0.08600000000000001,0.0
2024-01-01 21:30:00,0.001,0.001,0.3476666666666667,0.0
2024-01-01 21:45:00,0.001,0.001,0.42233333333333334,0.0
2024-01-01 22:00:00,0.001,0.001,0.6208237423726735,2.0
2024-01-01 22:15:00,0.001,0.001,0.5068237423726735,0.0
2024-01-01 22:30:00,0.001,0.001,0.41679388886286783,0.0
2024-01-01 22:45:00,0.001,0.001,0.32864260639225445,0.0
2024-01-01 23:00:00,0.001,0.001,0.2849876902340762,0.0
2024-01-01 23:15:00,0.001,0.001,0.27655219735291425,0.0
2024-01-01 23:30:00,0.001,0.001,0.20055219735291427,0.0
