,WashingMachine,BaseLoad,P_EV
2024-01-08 02:30:00,0.001,0.042,0.0
2024-01-08 02:45:00,0.001,0.042,0.0
2024-01-08 03:00:00,0.001,0.08000000000000002,0.0
2024-01-08 03:15:00,0.001,0.22000000000000003,0.0
2024-01-08 03:30:00,0.001,0.14466666666666667,0.0
2024-01-08 03:45:00,0.001,0.042,0.0
2024-01-08 04:00:00,0.001,0.042,0.0
2024-01-08 04:15:00,0.001,0.042,0.0
2024-01-08 04:30:00,0.001,0.15600000000000003,0.0
2024-01-08 04:45:00,0.001,0.188,0.0
2024-01-08 05:00:00,0.001,0.10066666666666667,0.0
2024-01-08 05:15:00,0.001,0.042,0.0
2024-01-08 05:30:00,0.001,0.042,0.0
2024-01-08 05:45:00,0.001,0.042,0.0
2024-01-08 06:00:00,0.001,0.23600000000000002,0.0
2024-01-08 06:15:00,0.001,0.152,0.0
2024-01-08 06:30:00,0.001,0.056666666666666664,0.0
2024-01-08 06:45:00,0.001,0.042,0.0
2024-01-08 07:00:00,0.001,0.042,0.0
2024-01-08 07:15:00,0.001,0.11800000000000001,11.0
2024-01-08 07:30:00,0.001,0.20400000000000001,15.0
2024-01-08 07:45:00,0.001,0.12266666666666666,10.0
2024-01-08 08:00:00,0.001,0.042,0.0
2024-01-08 08:15:00,0.001,0.042,0.0
2024-01-08 08:30:00,0.001,0.042,0.0
2024-01-08 08:45:00,0.001,0.20133333333333334,0.0
2024-01-08 09:00:00,0.001,0.16466666666666666,0.0
2024-01-08 09:15:00,0.001,0.07866666666666666,0.0
2024-01-08 09:30:00,0.001,0.042,0.0
2024-01-08 09:45:00,0.001,0.042,0.0
2024-01-08 10:00:00,0.001,0.08000000000000002,0.0
2024-01-08 10:15:00,0.001,0.22000000000000003,0.0
2024-01-08 10:30:00,0.001,0.14466666666666667,0.0
2024-01-08 10:45:00,0.001,0.042,0.0
2024-01-08 11:00:00,0.001,0.042,0.0
2024-01-08 11:15:00,0.001,0.042,0.0
2024-01-08 11:30:00,0.001,0.15600000000000003,0.0
2024-01-08 11:45:00,0.001,0.188,0.0
2024-01-08 12:00:00,0.001,0.10066666666666667,0.0
2024-01-08 12:15:00,0.001,0.042,0.0
2024-01-08 12:30:00,0.001,0.042,0.0
2024-01-08 12:45:00,0.001,0.042,0.0
2024-01-08 13:00:00,0.001,0.23600000000000002,0.0
2024-01-08 13:15:00,0.001,0.152,0.0
2024-01-08 13:30:00,0.001,0.056666666666666664,0.0
2024-01-08 13:45:00,0.001,0.042,0.0
2024-01-08 14:00:00,0.001,0.042,0.0
2024-01-08 14:15:00,0.001,0.11800000000000001,0.0
2024-01-08 14:30:00,0.001,0.20400000000000001,0.0
2024-01-08 14:45:00,0.001,0.12266666666666666,0.0
2024-01-08 15:00:00,0.001,0.042,0.0
2024-01-08 15:15:00,0.001,0.042,0.0
2024-01-08 15:30:00,0.001,0.042,0.0
2024-01-08 15:45:00,0.001,0.20133333333333334,0.0
2024-01-08 16:00:00,0.001,0.16466666666666666,0.0
2024-01-08 16:15:00,0.001,0.07866666666666666,0.0
2024-01-08 16:30:00,0.001,0.042,0.0
2024-01-08 16:45:00,0.001,0.042,0.0
2024-01-08 17:00:00,0.001,0.08000000000000002,0.0
2024-01-08 17:15:00,0.001,0.22000000000000003,0.0
2024-01-08 17:30:00,0.001,0.14466666666666667,0.0
2024-01-08 17:45:00,0.001,0.042,0.0
2024-01-08 18:00:00,0.001,0.042,0.0
2024-01-08 18:15:00,0.001,0.042,0.0
2024-01-08 18:30:00,0.001,0.15600000000000003,0.0
2024-01-08 18:45:00,0.001,0.188,0.0
2024-01-08 19:00:00,0.001,0.10066666666666667,0.0
2024-01-08 19:15:00,0.001,0.042,0.0
2024-01-08 19:30:00,0.001,0.042,0.0
2024-01-08 19:45:00,0.001,0.042,0.0
2024-01-08 20:00:00,0.001,0.23600000000000002,0.0
2024-01-08 20:15:00,0.001,0.152,0.0
2024-01-08 20:30:00,0.001,0.056666666666666664,0.0
2024-01-08 20:45:00,0.001,0.042,0.0
2024-01-08 21:00:00,0.001,0.042,0.0
2024-01-08 21:15:00,0.001,0.11800000000000001,0.0
2024-01-08 21:30:00,0.001,0.20400000000000001,0.0
2024-01-08 21:45:00,0.001,0.12266666666666666,0.0
2024-01-08 22:00:00,0.001,0.042,0.0
2024-01-08 22:15:00,0.001,0.042,0.0
