,WashingMachine,BaseLoad,P_EV
2024-01-01 00:00:00,0.001,0.11632435876469334,0.0
2024-01-01 00:15:00,0.001,0.10966666666666666,0.0
2024-01-01 00:30:00,0.001,0.08766666666666668,0.0
2024-01-01 00:45:00,0.001,0.029,0.0
2024-01-01 01:00:00,0.001,0.029,0.0
2024-01-01 01:15:00,0.001,0.029,0.0
2024-01-01 01:30:00,0.001,0.5168,0.0
2024-01-01 01:45:00,0.001,0.08033333333333334,0.0
2024-01-01 02:00:00,0.001,0.029,0.0
2024-01-01 02:15:00,0.001,0.029,0.0
2024-01-01 02:30:00,0.001,0.029,0.0
2024-01-01 02:45:00,0.001,0.12433333333333335,0.0
2024-01-01 03:00:00,0.001,0.47280000000000005,0.0
2024-01-01 03:15:00,0.001,0.029,0.0
2024-01-01 03:30:00,0.001,0.029,0.0
2024-01-01 03:45:00,0.001,0.029,0.0
2024-01-01 04:00:00,0.001,0.13166666666666668,0.0
2024-01-01 04:15:00,0.001,0.06566666666666668,0.0
2024-01-01 04:30:00,0.001,0.029,0.0
2024-01-01 04:45:00,0.001,0.029,0.0
2024-01-01 05:00:00,0.001,0.029,0.0
2024-01-01 05:15:00,0.001,0.13899999999999998,0.0
2024-01-01 05:30:00,0.001,0.05833333333333334,0.0
2024-01-01 05:45:00,0.001,0.029,0.0
2024-01-01 06:00:00,0.001,0.029,0.0
2024-01-01 06:15:00,0.001,0.036333333333333336,2.3333333333333335
2024-01-01 06:30:00,0.001,0.13899999999999998,0.9333333333333333
2024-01-01 06:45:00,0.001,0.051000000000000004,0.0
2024-01-01 07:00:00,0.001,0.029,0.0
2024-01-01 07:15:00,0.001,0.029,0.0
2024-01-01 07:30:00,0.001,0.043666666666666666,0.0
2024-01-01 07:45:00,0.001,0.14073333333333335,0.0
2024-01-01 08:00:00,0.001,0.056666666666666664,0.0
2024-01-01 08:15:00,0.001,0.042,0.0
2024-01-01 08:30:00,0.001,0.042,0.0
2024-01-01 08:45:00,0.001,0.0758,0.0
2024-01-01 09:00:00,0.001,0.7985521973529143,0.0
2024-01-01 09:15:00,0.001,1.4498855306862477,0.9333333333333333
2024-01-01 09:30:00,0.001,0.7769521973529143,0.0
2024-01-01 09:45:00,0.001,0.19455219735291432,0.0
2024-01-01 10:00:00,0.001,0.17488553068624763,0.0
2024-01-01 10:15:00,0.001,0.18080000000000002,0.0
2024-01-01 10:30:00,0.001,2.562,0.0
2024-01-01 10:45:00,0.001,0.163,0.0
2024-01-01 11:00:00,0.001,0.163,0.0
2024-01-01 11:15:00,0.001,0.18926666666666667,0.0
2024-01-01 11:30:00,0.001,0.25266666666666665,0.0
2024-01-01 11:45:00,0.001,0.029,0.0
2024-01-01 12:00:00,0.001,0.029,0.0
2024-01-01 12:15:00,0.001,0.029,0.0
2024-01-01 12:30:00,0.001,0.07300000000000001,0.0
2024-01-01 12:45:00,0.001,0.19693333333333335,0.0
2024-01-01 13:00:00,0.001,0.30746666666666667,0.0
2024-01-01 13:15:00,0.001,0.6708000000000001,0.0
2024-01-01 13:30:00,0.001,0.271,0.0
2024-01-01 13:45:00,0.001,0.29813333333333336,0.0
2024-01-01 14:00:00,0.001,0.23800000000000002,0.0
2024-01-01 14:15:00,0.001,0.08546666666666666,0.0
2024-01-01 14:30:00,0.001,0.029,0.0
2024-01-01 14:45:00,0.001,0.029,0.0
2024-01-01 15:00:00,0.001,0.08766666666666668,0.0
2024-01-01 15:15:00,0.001,0.10966666666666668,0.0
2024-01-01 15:30:00,0.001,0.029,0.0
